time,gFx,gFy,gFz,gFTotal
2019-07-15 11:5:22.4530,0.012,-0.258,-0.741,0.785
2019-07-15 11:5:22.4540,0.012,-0.258,-0.741,0.785
2019-07-15 11:5:22.4600,0.092,-0.316,-0.774,0.841
2019-07-15 11:5:22.4610,0.092,-0.316,-0.774,0.841
2019-07-15 11:5:22.4620,0.092,-0.316,-0.774,0.841
2019-07-15 11:5:22.4680,0.109,-0.344,-0.752,0.834
2019-07-15 11:5:22.4730,0.109,-0.344,-0.752,0.834
2019-07-15 11:5:22.4820,0.025,-0.274,-0.758,0.806
2019-07-15 11:5:22.4900,0.003,-0.306,-0.87,0.922
2019-07-15 11:5:22.5000,-0.037,-0.408,-0.917,1.004
2019-07-15 11:5:22.5120,-0.267,-0.571,-0.827,1.04
2019-07-15 11:5:22.5210,-0.212,-0.527,-0.812,0.991
2019-07-15 11:5:22.5490,0.212,-0.342,-0.809,0.904
2019-07-15 11:5:22.5510,0.212,-0.342,-0.809,0.904
2019-07-15 11:5:22.5550,0.365,-0.437,-0.713,0.912
2019-07-15 11:5:22.5620,0.365,-0.437,-0.713,0.912
2019-07-15 11:5:22.5700,0.355,-0.494,-0.597,0.852
2019-07-15 11:5:22.5800,0.276,-0.341,-0.549,0.703
2019-07-15 11:5:22.5890,0.234,-0.348,-0.631,0.758
2019-07-15 11:5:22.6020,0.162,-0.335,-0.71,0.802
2019-07-15 11:5:22.6090,0.252,-0.272,-0.749,0.836
2019-07-15 11:5:22.6360,0.396,-0.282,-0.927,1.047
2019-07-15 11:5:22.6410,0.396,-0.282,-0.927,1.047
2019-07-15 11:5:22.6420,0.396,-0.282,-0.927,1.047
2019-07-15 11:5:22.6520,0.321,-0.309,-1.085,1.173
2019-07-15 11:5:22.6590,0.119,-0.302,-1.129,1.175
2019-07-15 11:5:22.6670,-0.112,-0.254,-1.075,1.11
2019-07-15 11:5:22.6790,-0.287,-0.196,-0.986,1.045
2019-07-15 11:5:22.6890,-0.305,-0.189,-0.984,1.047
2019-07-15 11:5:22.6970,-0.243,-0.165,-0.942,0.987
2019-07-15 11:5:22.7080,-0.115,-0.141,-0.896,0.914
2019-07-15 11:5:22.7340,0.45,-0.2,-1.064,1.172
2019-07-15 11:5:22.7390,0.45,-0.2,-1.064,1.172
2019-07-15 11:5:22.7400,0.45,-0.2,-1.064,1.172
2019-07-15 11:5:22.7500,0.483,-0.329,-0.936,1.103
2019-07-15 11:5:22.7580,1.075,-0.972,-0.706,1.612
2019-07-15 11:5:22.7640,0.454,-0.345,-1.007,1.157
2019-07-15 11:5:22.7770,0.087,-0.056,-1.136,1.141
2019-07-15 11:5:22.7870,0.183,-0.33,-1.043,1.109
2019-07-15 11:5:22.8000,0.149,-0.329,-1.139,1.195
2019-07-15 11:5:22.8070,0.204,-0.274,-1.195,1.243
2019-07-15 11:5:22.8300,0.244,-0.226,-1.105,1.154
2019-07-15 11:5:22.8360,0.262,-0.279,-1.079,1.145
2019-07-15 11:5:22.8390,0.262,-0.279,-1.079,1.145
2019-07-15 11:5:22.8450,0.268,-0.255,-1.117,1.177
2019-07-15 11:5:22.8550,0.153,-0.153,-1.049,1.071
2019-07-15 11:5:22.8630,0.17,-0.225,-1.014,1.052
2019-07-15 11:5:22.8760,0.217,-0.3,-1.017,1.082
2019-07-15 11:5:22.8860,0.253,-0.292,-1.008,1.08
2019-07-15 11:5:22.8980,0.256,-0.317,-1.009,1.088
2019-07-15 11:5:22.9250,0.366,-0.169,-0.962,1.043
2019-07-15 11:5:22.9270,0.366,-0.169,-0.962,1.043
2019-07-15 11:5:22.9370,0.328,-0.243,-0.922,1.008
2019-07-15 11:5:22.9410,0.401,-0.312,-0.951,1.078
2019-07-15 11:5:22.9500,0.478,-0.28,-0.968,1.115
2019-07-15 11:5:22.9560,0.478,-0.28,-0.968,1.115
2019-07-15 11:5:22.9620,0.434,-0.318,-0.943,1.086
2019-07-15 11:5:22.9750,0.371,-0.292,-0.929,1.042
2019-07-15 11:5:22.9840,0.346,-0.276,-0.904,1.007
