time,gFx,gFy,gFz,gFTotal
2019-07-15 11:42:33.5930,-0.075,-0.27,-0.835,0.881
2019-07-15 11:42:33.5930,-0.075,-0.27,-0.835,0.881
2019-07-15 11:42:33.5980,-0.079,-0.209,-0.731,0.764
2019-07-15 11:42:33.6370,-0.036,-0.292,-0.788,0.841
2019-07-15 11:42:33.6370,-0.036,-0.292,-0.788,0.841
2019-07-15 11:42:33.6380,-0.036,-0.292,-0.788,0.841
2019-07-15 11:42:33.6380,-0.036,-0.292,-0.788,0.841
2019-07-15 11:42:33.6490,-0.063,-0.395,-0.874,0.961
2019-07-15 11:42:33.6540,-0.114,-0.443,-0.884,0.995
2019-07-15 11:42:33.6640,-0.126,-0.447,-0.842,0.962
2019-07-15 11:42:33.6740,-0.071,-0.331,-0.683,0.762
2019-07-15 11:42:33.6840,-0.015,-0.248,-0.6,0.649
2019-07-15 11:42:33.6930,0.272,-0.173,-0.677,0.75
2019-07-15 11:42:33.7340,0.033,-0.334,-0.583,0.673
2019-07-15 11:42:33.7340,0.033,-0.334,-0.583,0.673
2019-07-15 11:42:33.7350,0.033,-0.334,-0.583,0.673
2019-07-15 11:42:33.7350,0.033,-0.334,-0.583,0.673
2019-07-15 11:42:33.7470,0.098,-0.394,-0.645,0.762
2019-07-15 11:42:33.7530,0.109,-0.432,-0.734,0.859
2019-07-15 11:42:33.7630,0.081,-0.447,-0.765,0.89
2019-07-15 11:42:33.7730,0.084,-0.472,-0.774,0.91
2019-07-15 11:42:33.7830,0.151,-0.523,-0.822,0.986
2019-07-15 11:42:33.7930,0.235,-0.55,-0.94,1.114
2019-07-15 11:42:33.8310,0.158,-0.421,-1.242,1.321
2019-07-15 11:42:33.8310,0.158,-0.421,-1.242,1.321
2019-07-15 11:42:33.8320,0.018,-0.338,-1.165,1.213
2019-07-15 11:42:33.8350,0.018,-0.338,-1.165,1.213
2019-07-15 11:42:33.8460,-0.015,-0.315,-1.154,1.196
2019-07-15 11:42:33.8520,0.056,-0.433,-1.037,1.125
2019-07-15 11:42:33.8620,0.097,-0.46,-0.965,1.073
2019-07-15 11:42:33.8720,0.073,-0.365,-0.986,1.054
2019-07-15 11:42:33.8820,0.087,-0.325,-1.037,1.09
2019-07-15 11:42:33.8920,0.085,-0.294,-1.085,1.127
2019-07-15 11:42:33.9300,0.033,-0.19,-1.156,1.172
2019-07-15 11:42:33.9300,0.033,-0.19,-1.156,1.172
2019-07-15 11:42:33.9310,0.033,-0.19,-1.156,1.172
2019-07-15 11:42:33.9350,-0.015,-0.196,-1.086,1.104
2019-07-15 11:42:33.9450,0.021,-0.226,-1.066,1.09
2019-07-15 11:42:33.9520,-0.006,-0.144,-1.098,1.107
2019-07-15 11:42:33.9610,0.019,-0.052,-1.157,1.158
2019-07-15 11:42:33.9710,0.112,-0.084,-1.111,1.12
2019-07-15 11:42:33.9810,0.136,-0.126,-1.059,1.075
2019-07-15 11:42:33.9910,0.125,-0.132,-1.072,1.087
2019-07-15 11:42:34.0300,0.115,-0.259,-1.159,1.193
2019-07-15 11:42:34.0300,0.115,-0.259,-1.159,1.193
