time,gFx,gFy,gFz,gFTotal
2019-07-15 16:51:10.7310,-0.058,-0.182,-0.806,0.828
2019-07-15 16:51:10.7330,-0.01,-0.131,-0.778,0.789
2019-07-15 16:51:10.7350,-0.01,-0.131,-0.778,0.789
2019-07-15 16:51:10.7460,-0.019,-0.126,-0.794,0.804
2019-07-15 16:51:10.7510,-0.044,-0.16,-0.897,0.912
2019-07-15 16:51:10.7590,-0.044,-0.16,-0.897,0.912
2019-07-15 16:51:10.7820,-0.151,-0.308,-1.011,1.068
2019-07-15 16:51:10.7910,-0.16,-0.318,-0.979,1.042
2019-07-15 16:51:10.7950,-0.16,-0.318,-0.979,1.042
2019-07-15 16:51:10.8040,-0.171,-0.325,-0.951,1.019
2019-07-15 16:51:10.8090,-0.171,-0.325,-0.951,1.019
2019-07-15 16:51:10.8160,-0.198,-0.338,-0.956,1.033
2019-07-15 16:51:10.8260,-0.316,-0.366,-0.929,1.047
2019-07-15 16:51:10.8350,-0.317,-0.362,-0.876,0.999
2019-07-15 16:51:10.8440,-0.212,-0.333,-0.844,0.932
2019-07-15 16:51:10.8560,-0.111,-0.277,-0.888,0.937
2019-07-15 16:51:10.8670,-0.012,-0.194,-0.968,0.987
2019-07-15 16:51:10.8770,0.053,-0.167,-0.955,0.971
2019-07-15 16:51:10.9040,0.285,-0.179,-0.712,0.788
2019-07-15 16:51:10.9110,0.254,-0.092,-0.757,0.804
2019-07-15 16:51:10.9150,0.254,-0.092,-0.757,0.804
2019-07-15 16:51:10.9210,0.101,-0.158,-0.888,0.908
2019-07-15 16:51:10.9280,0.101,-0.158,-0.888,0.908
2019-07-15 16:51:10.9380,-0.064,-0.283,-0.867,0.914
2019-07-15 16:51:10.9470,-0.103,-0.346,-0.907,0.976
2019-07-15 16:51:10.9570,-0.18,-0.354,-0.99,1.067
2019-07-15 16:51:10.9660,-0.117,-0.354,-1.088,1.15
2019-07-15 16:51:10.9750,-0.036,-0.365,-1.043,1.106
2019-07-15 16:51:10.9840,-0.055,-0.333,-0.824,0.89
2019-07-15 16:51:10.9930,-0.106,-0.309,-0.804,0.868
2019-07-15 16:51:11.0160,-0.251,-0.304,-0.866,0.952
2019-07-15 16:51:11.0240,-0.204,-0.334,-0.893,0.975
2019-07-15 16:51:11.0290,-0.204,-0.334,-0.893,0.975
2019-07-15 16:51:11.0380,-0.046,-0.444,-0.866,0.974
2019-07-15 16:51:11.0470,-0.046,-0.444,-0.866,0.974
2019-07-15 16:51:11.0540,-0.04,-0.433,-0.823,0.931
2019-07-15 16:51:11.0630,-0.049,-0.382,-0.835,0.92
2019-07-15 16:51:11.0720,-0.043,-0.395,-0.889,0.974
2019-07-15 16:51:11.0860,-0.044,-0.409,-0.931,1.018
2019-07-15 16:51:11.0950,-0.089,-0.364,-0.924,0.997
2019-07-15 16:51:11.1040,-0.145,-0.331,-0.915,0.984
2019-07-15 16:51:11.1280,-0.083,-0.507,-0.905,1.041
2019-07-15 16:51:11.1300,-0.055,-0.573,-0.975,1.132
2019-07-15 16:51:11.1410,-0.102,-0.498,-0.951,1.078
2019-07-15 16:51:11.1450,-0.102,-0.498,-0.951,1.078
2019-07-15 16:51:11.1530,-0.052,-0.424,-0.896,0.993
2019-07-15 16:51:11.1620,-0.036,-0.405,-0.931,1.016
2019-07-15 16:51:11.1730,0.004,-0.392,-0.934,1.013
2019-07-15 16:51:11.1820,0.015,-0.367,-0.952,1.02
2019-07-15 16:51:11.1910,0.004,-0.415,-0.968,1.053
2019-07-15 16:51:11.2010,-0.014,-0.44,-0.951,1.048
2019-07-15 16:51:11.2090,0.01,-0.452,-0.958,1.059
2019-07-15 16:51:11.2390,0.051,-0.489,-0.934,1.055
2019-07-15 16:51:11.2410,0.051,-0.489,-0.934,1.055
2019-07-15 16:51:11.2450,0.051,-0.489,-0.934,1.055
2019-07-15 16:51:11.2530,0.047,-0.454,-0.917,1.024
2019-07-15 16:51:11.2630,0.06,-0.428,-0.893,0.992
2019-07-15 16:51:11.2730,0.069,-0.398,-0.908,0.994
2019-07-15 16:51:11.2830,0.052,-0.378,-0.94,1.014
2019-07-15 16:51:11.2940,0.013,-0.422,-0.925,1.017
2019-07-15 16:51:11.3030,-0.018,-0.448,-0.903,1.008
2019-07-15 16:51:11.3120,-0.01,-0.446,-0.906,1.01
2019-07-15 16:51:11.3210,-0.002,-0.441,-0.897,1.0
2019-07-15 16:51:11.3450,0.026,-0.404,-0.905,0.991
2019-07-15 16:51:11.3520,0.026,-0.404,-0.905,0.991
2019-07-15 16:51:11.3570,0.035,-0.415,-0.89,0.983
2019-07-15 16:51:11.3640,0.035,-0.415,-0.89,0.983
2019-07-15 16:51:11.3740,0.069,-0.422,-0.884,0.982
2019-07-15 16:51:11.3830,0.096,-0.449,-0.855,0.97
