time,gFx,gFy,gFz,gFTotal
2019-07-15 17:11:37.7870,0.015,-0.095,-0.869,0.874
2019-07-15 17:11:37.7920,0.015,-0.095,-0.869,0.874
2019-07-15 17:11:37.7930,0.015,-0.095,-0.869,0.874
2019-07-15 17:11:37.8170,0.036,-0.217,-1.049,1.072
2019-07-15 17:11:37.8230,0.036,-0.217,-1.049,1.072
2019-07-15 17:11:37.8260,0.036,-0.217,-1.049,1.072
2019-07-15 17:11:37.8340,0.024,-0.247,-1.075,1.103
2019-07-15 17:11:37.8420,0.011,-0.257,-1.062,1.093
2019-07-15 17:11:37.8510,0.002,-0.241,-1.023,1.051
2019-07-15 17:11:37.8570,0.006,-0.206,-0.991,1.012
2019-07-15 17:11:37.8670,0.002,-0.177,-0.956,0.972
2019-07-15 17:11:37.8980,0.011,-0.158,-0.937,0.95
2019-07-15 17:11:37.9030,0.011,-0.158,-0.937,0.95
2019-07-15 17:11:37.9070,0.012,-0.161,-0.932,0.946
2019-07-15 17:11:37.9140,0.012,-0.161,-0.932,0.946
2019-07-15 17:11:37.9180,0.005,-0.162,-0.935,0.949
2019-07-15 17:11:37.9320,0.013,-0.155,-0.948,0.961
2019-07-15 17:11:37.9400,0.022,-0.153,-0.974,0.986
2019-07-15 17:11:37.9500,-0.003,-0.168,-0.989,1.003
2019-07-15 17:11:37.9560,-0.011,-0.175,-0.987,1.002
2019-07-15 17:11:37.9660,-0.01,-0.163,-0.973,0.987
2019-07-15 17:11:37.9970,0.003,-0.128,-0.97,0.978
2019-07-15 17:11:38.0020,0.003,-0.128,-0.97,0.978
2019-07-15 17:11:38.0030,0.003,-0.128,-0.97,0.978
2019-07-15 17:11:38.0130,0.009,-0.132,-0.987,0.996
2019-07-15 17:11:38.0170,-0.009,-0.141,-1.006,1.016
2019-07-15 17:11:38.0300,-0.003,-0.128,-1.025,1.033
2019-07-15 17:11:38.0400,-0.022,-0.13,-1.038,1.046
2019-07-15 17:11:38.0490,-0.029,-0.148,-1.023,1.034
2019-07-15 17:11:38.0570,-0.039,-0.151,-0.983,0.995
2019-07-15 17:11:38.0650,-0.037,-0.145,-0.961,0.973
2019-07-15 17:11:38.0800,-0.02,-0.144,-0.979,0.99
2019-07-15 17:11:38.1040,0.055,-0.221,-1.001,1.027
2019-07-15 17:11:38.1050,0.055,-0.221,-1.001,1.027
2019-07-15 17:11:38.1150,0.07,-0.231,-0.992,1.021
2019-07-15 17:11:38.1180,0.07,-0.231,-0.992,1.021
