time,gFx,gFy,gFz,gFTotal
2019-07-15 12:9:27.9810,0.044,-0.307,-0.976,1.024
2019-07-15 12:9:27.9850,0.044,-0.307,-0.976,1.024
2019-07-15 12:9:27.9850,0.044,-0.307,-0.976,1.024
2019-07-15 12:9:27.9850,0.044,-0.307,-0.976,1.024
2019-07-15 12:9:27.9860,0.044,-0.307,-0.976,1.024
2019-07-15 12:9:27.9900,0.071,-0.253,-1.022,1.055
2019-07-15 12:9:27.9980,-0.01,-0.25,-1.058,1.087
2019-07-15 12:9:28.0080,-0.116,-0.246,-1.075,1.109
2019-07-15 12:9:28.0180,-0.186,-0.189,-1.051,1.084
2019-07-15 12:9:28.0270,-0.235,-0.151,-0.996,1.034
2019-07-15 12:9:28.0570,-0.269,-0.278,-0.665,0.769
2019-07-15 12:9:28.0620,-0.269,-0.278,-0.665,0.769
2019-07-15 12:9:28.0650,-0.269,-0.278,-0.665,0.769
2019-07-15 12:9:28.0670,-0.135,-0.278,-0.562,0.641
2019-07-15 12:9:28.0770,0.069,-0.231,-0.517,0.57
2019-07-15 12:9:28.0870,0.188,-0.222,-0.614,0.679
2019-07-15 12:9:28.0970,0.236,-0.156,-0.711,0.765
2019-07-15 12:9:28.1070,0.621,-0.024,-1.442,1.57
2019-07-15 12:9:28.1170,0.279,-0.376,-1.114,1.208
2019-07-15 12:9:28.1270,-0.103,-0.373,-0.408,0.562
2019-07-15 12:9:28.1570,-0.05,-0.359,-0.892,0.963
2019-07-15 12:9:28.1610,-0.05,-0.359,-0.892,0.963
2019-07-15 12:9:28.1620,-0.05,-0.359,-0.892,0.963
2019-07-15 12:9:28.1660,-0.058,-0.325,-0.895,0.954
2019-07-15 12:9:28.1760,-0.062,-0.351,-0.96,1.024
2019-07-15 12:9:28.1860,-0.093,-0.417,-0.962,1.053
2019-07-15 12:9:28.1960,-0.135,-0.432,-0.937,1.041
2019-07-15 12:9:28.2050,-0.137,-0.401,-1.009,1.094
2019-07-15 12:9:28.2160,-0.099,-0.405,-1.074,1.152
2019-07-15 12:9:28.2260,-0.096,-0.393,-1.007,1.085
2019-07-15 12:9:28.2570,0.166,-0.506,-0.783,0.947
2019-07-15 12:9:28.2620,0.166,-0.506,-0.783,0.947
2019-07-15 12:9:28.2620,0.166,-0.506,-0.783,0.947
2019-07-15 12:9:28.2660,-0.04,-0.361,-0.854,0.928
2019-07-15 12:9:28.2730,-0.069,-0.377,-0.991,1.063
2019-07-15 12:9:28.2850,-0.12,-0.398,-1.079,1.156
2019-07-15 12:9:28.2950,-0.11,-0.387,-0.994,1.072
2019-07-15 12:9:28.3050,-0.08,-0.418,-1.016,1.102
2019-07-15 12:9:28.3150,-0.032,-0.398,-1.038,1.112
2019-07-15 12:9:28.3250,0.014,-0.351,-1.0,1.06
2019-07-15 12:9:28.3530,-0.031,-0.395,-0.98,1.057
2019-07-15 12:9:28.3580,0.072,-0.518,-0.972,1.104
2019-07-15 12:9:28.3600,0.072,-0.518,-0.972,1.104
2019-07-15 12:9:28.3640,0.211,-0.595,-0.935,1.128
2019-07-15 12:9:28.3740,0.067,-0.35,-0.953,1.017
2019-07-15 12:9:28.3840,0.078,-0.382,-0.968,1.044
2019-07-15 12:9:28.3940,0.062,-0.446,-0.933,1.036
2019-07-15 12:9:28.4040,0.093,-0.423,-0.97,1.062
2019-07-15 12:9:28.4140,0.07,-0.392,-0.996,1.073
2019-07-15 12:9:28.4240,0.088,-0.408,-0.967,1.053
2019-07-15 12:9:28.4520,0.134,-0.423,-0.94,1.039
2019-07-15 12:9:28.4570,0.161,-0.438,-0.917,1.029
2019-07-15 12:9:28.4590,0.161,-0.438,-0.917,1.029
2019-07-15 12:9:28.4640,0.169,-0.412,-0.861,0.969
2019-07-15 12:9:28.4730,0.209,-0.441,-0.875,1.002
2019-07-15 12:9:28.4830,0.116,-0.322,-0.877,0.941
2019-07-15 12:9:28.4930,0.17,-0.344,-0.881,0.961
2019-07-15 12:9:28.5030,0.154,-0.395,-0.886,0.982
2019-07-15 12:9:28.5130,0.148,-0.393,-0.882,0.977
2019-07-15 12:9:28.5230,0.149,-0.357,-0.879,0.96
2019-07-15 12:9:28.5530,0.095,-0.352,-0.945,1.013
2019-07-15 12:9:28.5570,0.095,-0.352,-0.945,1.013
2019-07-15 12:9:28.5580,0.095,-0.352,-0.945,1.013
2019-07-15 12:9:28.5630,0.104,-0.356,-0.983,1.051
2019-07-15 12:9:28.5730,0.108,-0.371,-0.987,1.06
2019-07-15 12:9:28.5830,0.133,-0.35,-0.994,1.062
2019-07-15 12:9:28.5920,0.186,-0.362,-0.996,1.076
2019-07-15 12:9:28.6020,0.201,-0.334,-0.948,1.025
2019-07-15 12:9:28.6120,0.2,-0.342,-0.947,1.027
2019-07-15 12:9:28.6220,0.189,-0.334,-0.9,0.978
2019-07-15 12:9:28.6510,0.141,-0.359,-0.787,0.876
2019-07-15 12:9:28.6550,0.088,-0.348,-0.77,0.85
2019-07-15 12:9:28.6570,0.088,-0.348,-0.77,0.85
2019-07-15 12:9:28.6620,0.12,-0.436,-0.731,0.86
2019-07-15 12:9:28.6720,0.124,-0.437,-0.758,0.884
2019-07-15 12:9:28.6820,0.125,-0.436,-0.792,0.913
2019-07-15 12:9:28.6910,0.135,-0.42,-0.819,0.93
2019-07-15 12:9:28.7010,0.125,-0.402,-0.856,0.954
