time,gFx,gFy,gFz,gFTotal
2019-07-15 12:27:55.1790,-0.012,-0.151,-0.902,0.915
2019-07-15 12:27:55.1810,0.04,-0.145,-0.914,0.926
2019-07-15 12:27:55.1820,0.04,-0.145,-0.914,0.926
2019-07-15 12:27:55.1940,0.087,-0.183,-0.939,0.961
2019-07-15 12:27:55.1980,0.087,-0.183,-0.939,0.961
2019-07-15 12:27:55.2050,0.06,-0.236,-1.006,1.035
2019-07-15 12:27:55.2140,0.011,-0.279,-1.028,1.065
2019-07-15 12:27:55.2420,0.013,-0.335,-0.992,1.047
2019-07-15 12:27:55.2440,0.013,-0.335,-0.992,1.047
2019-07-15 12:27:55.2530,0.033,-0.322,-0.964,1.017
2019-07-15 12:27:55.2570,0.033,-0.322,-0.964,1.017
2019-07-15 12:27:55.2660,0.055,-0.302,-0.935,0.984
2019-07-15 12:27:55.2750,0.075,-0.288,-0.919,0.966
2019-07-15 12:27:55.2840,0.069,-0.277,-0.916,0.959
2019-07-15 12:27:55.2980,0.068,-0.273,-0.92,0.962
2019-07-15 12:27:55.3070,0.072,-0.277,-0.931,0.974
2019-07-15 12:27:55.3160,0.067,-0.27,-0.946,0.986
2019-07-15 12:27:55.3250,0.065,-0.261,-0.947,0.984
2019-07-15 12:27:55.3500,0.049,-0.244,-0.878,0.913
2019-07-15 12:27:55.3510,0.049,-0.244,-0.878,0.913
2019-07-15 12:27:55.3600,0.043,-0.243,-0.852,0.887
2019-07-15 12:27:55.3690,0.046,-0.247,-0.845,0.882
2019-07-15 12:27:55.3740,0.046,-0.247,-0.845,0.882
2019-07-15 12:27:55.3810,0.06,-0.278,-0.855,0.901
2019-07-15 12:27:55.3950,0.05,-0.323,-0.858,0.918
2019-07-15 12:27:55.4040,0.063,-0.348,-0.859,0.929
2019-07-15 12:27:55.4130,0.116,-0.355,-0.9,0.974
2019-07-15 12:27:55.4210,0.177,-0.378,-0.99,1.074
2019-07-15 12:27:55.4480,0.176,-0.446,-0.873,0.996
2019-07-15 12:27:55.4500,0.176,-0.446,-0.873,0.996
2019-07-15 12:27:55.4580,0.131,-0.381,-0.892,0.979
2019-07-15 12:27:55.4680,0.214,-0.359,-0.92,1.01
2019-07-15 12:27:55.4770,0.191,-0.347,-0.881,0.966
2019-07-15 12:27:55.4850,0.191,-0.347,-0.881,0.966
2019-07-15 12:27:55.4930,0.194,-0.351,-0.866,0.954
2019-07-15 12:27:55.5020,0.186,-0.372,-0.896,0.988
2019-07-15 12:27:55.5150,0.203,-0.39,-0.904,1.005
2019-07-15 12:27:55.5230,0.211,-0.382,-0.889,0.99
2019-07-15 12:27:55.5450,0.194,-0.402,-0.904,1.008
2019-07-15 12:27:55.5470,0.193,-0.429,-0.886,1.003
2019-07-15 12:27:55.5540,0.193,-0.429,-0.886,1.003
2019-07-15 12:27:55.5620,0.192,-0.423,-0.889,1.003
2019-07-15 12:27:55.5710,0.196,-0.416,-0.885,0.997
2019-07-15 12:27:55.5810,0.195,-0.431,-0.861,0.982
2019-07-15 12:27:55.5930,0.202,-0.432,-0.856,0.98
2019-07-15 12:27:55.6020,0.186,-0.414,-0.878,0.988
2019-07-15 12:27:55.6100,0.176,-0.389,-0.911,1.006
2019-07-15 12:27:55.6370,0.118,-0.367,-0.964,1.038
2019-07-15 12:27:55.6380,0.118,-0.367,-0.964,1.038
2019-07-15 12:27:55.6480,0.051,-0.354,-0.999,1.061
2019-07-15 12:27:55.6510,0.051,-0.354,-0.999,1.061
2019-07-15 12:27:55.6580,0.067,-0.325,-0.925,0.983
2019-07-15 12:27:55.6710,0.059,-0.317,-0.926,0.981
2019-07-15 12:27:55.6800,0.094,-0.349,-0.956,1.022
2019-07-15 12:27:55.6930,0.122,-0.387,-0.977,1.058
2019-07-15 12:27:55.7010,0.14,-0.403,-0.986,1.074
2019-07-15 12:27:55.7250,0.111,-0.36,-0.939,1.012
2019-07-15 12:27:55.7320,0.111,-0.36,-0.939,1.012
2019-07-15 12:27:55.7360,0.1,-0.386,-0.914,0.997
2019-07-15 12:27:55.7470,0.11,-0.392,-0.923,1.009
2019-07-15 12:27:55.7550,0.118,-0.375,-0.932,1.012
2019-07-15 12:27:55.7640,0.133,-0.361,-0.926,1.003
2019-07-15 12:27:55.7720,0.133,-0.361,-0.926,1.003
2019-07-15 12:27:55.7790,0.145,-0.365,-0.932,1.011
2019-07-15 12:27:55.7920,0.143,-0.373,-0.929,1.011
2019-07-15 12:27:55.8000,0.141,-0.371,-0.917,0.999
2019-07-15 12:27:55.8230,0.135,-0.358,-0.92,0.996
2019-07-15 12:27:55.8300,0.131,-0.358,-0.921,0.997
2019-07-15 12:27:55.8350,0.12,-0.359,-0.902,0.978
2019-07-15 12:27:55.8450,0.122,-0.362,-0.891,0.969
2019-07-15 12:27:55.8530,0.122,-0.34,-0.878,0.949
2019-07-15 12:27:55.8620,0.122,-0.34,-0.878,0.949
2019-07-15 12:27:55.8680,0.115,-0.333,-0.842,0.913
2019-07-15 12:27:55.8810,0.115,-0.355,-0.806,0.888
2019-07-15 12:27:55.8890,0.133,-0.386,-0.847,0.94
2019-07-15 12:27:55.8980,0.128,-0.419,-0.88,0.983
2019-07-15 12:27:55.9260,0.175,-0.353,-0.828,0.917
2019-07-15 12:27:55.9280,0.175,-0.353,-0.828,0.917
2019-07-15 12:27:55.9370,0.217,-0.255,-0.875,0.937
2019-07-15 12:27:55.9410,0.217,-0.255,-0.875,0.937
2019-07-15 12:27:55.9490,0.21,-0.309,-0.838,0.918
2019-07-15 12:27:55.9580,0.2,-0.425,-0.777,0.908
2019-07-15 12:27:55.9690,0.168,-0.499,-0.729,0.899
2019-07-15 12:27:55.9800,0.049,-0.5,-0.773,0.922
2019-07-15 12:27:55.9880,0.017,-0.528,-0.714,0.888
2019-07-15 12:27:55.9980,-0.035,-0.499,-0.655,0.824
2019-07-15 12:27:56.0260,0.054,-0.382,-0.775,0.866
2019-07-15 12:27:56.0280,0.054,-0.382,-0.775,0.866
2019-07-15 12:27:56.0330,0.101,-0.375,-0.857,0.941
2019-07-15 12:27:56.0400,0.101,-0.375,-0.857,0.941
2019-07-15 12:27:56.0480,0.058,-0.389,-0.888,0.971
2019-07-15 12:27:56.0570,0.025,-0.403,-0.912,0.997
2019-07-15 12:27:56.0660,0.066,-0.411,-0.911,1.002
2019-07-15 12:27:56.0780,0.377,-0.543,-0.736,0.989
2019-07-15 12:27:56.0870,0.492,-0.676,-0.915,1.239
2019-07-15 12:27:56.0960,0.084,-0.428,-1.065,1.151
2019-07-15 12:27:56.1230,0.088,-0.481,-0.944,1.063
2019-07-15 12:27:56.1250,0.088,-0.481,-0.944,1.063
2019-07-15 12:27:56.1340,0.129,-0.473,-0.953,1.072
2019-07-15 12:27:56.1380,0.129,-0.473,-0.953,1.072
2019-07-15 12:27:56.1460,0.145,-0.456,-0.922,1.039
2019-07-15 12:27:56.1590,0.135,-0.421,-0.935,1.034
2019-07-15 12:27:56.1670,0.11,-0.413,-0.921,1.015
2019-07-15 12:27:56.1770,0.103,-0.41,-0.911,1.004
2019-07-15 12:27:56.1850,0.105,-0.412,-0.893,0.989
2019-07-15 12:27:56.1980,0.101,-0.408,-0.844,0.943
2019-07-15 12:27:56.2210,0.094,-0.396,-0.805,0.902
2019-07-15 12:27:56.2230,0.094,-0.396,-0.805,0.902
2019-07-15 12:27:56.2330,0.103,-0.387,-0.846,0.936
2019-07-15 12:27:56.2370,0.103,-0.387,-0.846,0.936
2019-07-15 12:27:56.2450,0.135,-0.429,-0.788,0.907
2019-07-15 12:27:56.2540,0.199,-0.403,-0.824,0.939
2019-07-15 12:27:56.2670,0.15,-0.458,-0.861,0.987
2019-07-15 12:27:56.2760,0.103,-0.518,-0.822,0.977
2019-07-15 12:27:56.2840,0.139,-0.491,-0.905,1.039
2019-07-15 12:27:56.3110,0.198,-0.449,-0.83,0.964
2019-07-15 12:27:56.3170,0.198,-0.449,-0.83,0.964
2019-07-15 12:27:56.3210,0.213,-0.44,-0.831,0.964
2019-07-15 12:27:56.3290,0.27,-0.453,-0.885,1.03
2019-07-15 12:27:56.3370,0.27,-0.453,-0.885,1.03
2019-07-15 12:27:56.3470,0.283,-0.452,-0.871,1.021
2019-07-15 12:27:56.3560,0.246,-0.429,-0.92,1.044
2019-07-15 12:27:56.3650,0.217,-0.443,-0.943,1.064
2019-07-15 12:27:56.3730,0.191,-0.453,-0.933,1.055
2019-07-15 12:27:56.3850,0.154,-0.472,-0.94,1.063
2019-07-15 12:27:56.4090,0.058,-0.379,-1.041,1.109
2019-07-15 12:27:56.4140,0.058,-0.379,-1.041,1.109
2019-07-15 12:27:56.4180,0.026,-0.341,-1.007,1.063
2019-07-15 12:27:56.4270,0.026,-0.341,-1.007,1.063
2019-07-15 12:27:56.4340,0.051,-0.391,-1.007,1.081
2019-07-15 12:27:56.4430,0.144,-0.491,-1.039,1.158
2019-07-15 12:27:56.4520,-0.068,-0.558,-0.927,1.084
2019-07-15 12:27:56.4660,-0.073,-0.632,-0.925,1.123
2019-07-15 12:27:56.4740,-0.107,-0.694,-0.878,1.124
2019-07-15 12:27:56.4830,-0.101,-0.649,-0.871,1.091
2019-07-15 12:27:56.5120,-0.097,-0.599,-0.837,1.034
2019-07-15 12:27:56.5140,-0.097,-0.599,-0.837,1.034
2019-07-15 12:27:56.5190,-0.03,-0.644,-0.875,1.087
2019-07-15 12:27:56.5280,-0.008,-0.609,-0.905,1.091
2019-07-15 12:27:56.5370,0.033,-0.585,-0.946,1.113
2019-07-15 12:27:56.5470,0.044,-0.577,-0.912,1.08
2019-07-15 12:27:56.5550,0.044,-0.577,-0.912,1.08
2019-07-15 12:27:56.5620,0.035,-0.554,-0.888,1.047
2019-07-15 12:27:56.5750,-0.012,-0.524,-0.85,0.999
2019-07-15 12:27:56.6170,-0.101,-0.514,-0.924,1.062
2019-07-15 12:27:56.6180,-0.101,-0.514,-0.924,1.062
2019-07-15 12:27:56.6200,-0.084,-0.465,-0.99,1.097
