time,gFx,gFy,gFz,gFTotal
2019-07-15 17:42:56.1070,0.027,-0.205,-1.009,1.03
2019-07-15 17:42:56.1080,0.027,-0.205,-1.009,1.03
2019-07-15 17:42:56.1140,0.027,-0.205,-1.009,1.03
2019-07-15 17:42:56.1220,0.013,-0.244,-0.997,1.027
2019-07-15 17:42:56.1430,0.089,-0.166,-1.037,1.054
2019-07-15 17:42:56.1450,0.014,-0.201,-1.057,1.076
2019-07-15 17:42:56.1540,-0.056,-0.302,-0.992,1.038
2019-07-15 17:42:56.1570,-0.056,-0.302,-0.992,1.038
2019-07-15 17:42:56.1700,-0.035,-0.291,-0.932,0.977
2019-07-15 17:42:56.1780,-0.047,-0.194,-0.939,0.96
2019-07-15 17:42:56.1850,-0.043,-0.139,-0.946,0.957
2019-07-15 17:42:56.1950,0.008,-0.159,-0.952,0.965
2019-07-15 17:42:56.2080,0.018,-0.169,-0.973,0.988
2019-07-15 17:42:56.2320,0.011,-0.169,-0.993,1.007
2019-07-15 17:42:56.2370,0.004,-0.172,-1.014,1.028
2019-07-15 17:42:56.2410,0.004,-0.172,-1.014,1.028
2019-07-15 17:42:56.2490,0.015,-0.156,-1.014,1.026
2019-07-15 17:42:56.2540,0.014,-0.136,-1.005,1.014
2019-07-15 17:42:56.2690,0.009,-0.135,-0.973,0.982
2019-07-15 17:42:56.2770,0.001,-0.141,-0.931,0.942
2019-07-15 17:42:56.2840,0.003,-0.153,-0.922,0.935
2019-07-15 17:42:56.2940,0.019,-0.167,-0.938,0.953
2019-07-15 17:42:56.3080,0.012,-0.189,-0.934,0.953
2019-07-15 17:42:56.3290,0.058,-0.219,-0.956,0.982
2019-07-15 17:42:56.3340,0.074,-0.237,-0.99,1.021
2019-07-15 17:42:56.3380,0.074,-0.237,-0.99,1.021
2019-07-15 17:42:56.3480,0.093,-0.25,-1.007,1.042
2019-07-15 17:42:56.3530,0.132,-0.221,-1.001,1.034
2019-07-15 17:42:56.3680,0.132,-0.156,-0.961,0.982
2019-07-15 17:42:56.3750,0.093,-0.133,-0.902,0.916
2019-07-15 17:42:56.3830,0.089,-0.223,-1.042,1.069
2019-07-15 17:42:56.3930,0.121,-0.348,-1.147,1.205
2019-07-15 17:42:56.4070,0.176,-0.363,-0.972,1.052
2019-07-15 17:42:56.4280,0.107,-0.304,-0.942,0.996
2019-07-15 17:42:56.4330,0.064,-0.286,-1.006,1.048
2019-07-15 17:42:56.4370,0.064,-0.286,-1.006,1.048
2019-07-15 17:42:56.4470,0.107,-0.319,-1.001,1.056
2019-07-15 17:42:56.4520,0.113,-0.333,-1.02,1.079
2019-07-15 17:42:56.4670,0.108,-0.309,-1.029,1.08
2019-07-15 17:42:56.4750,0.104,-0.272,-1.022,1.063
2019-07-15 17:42:56.4820,0.076,-0.099,-0.99,0.998
2019-07-15 17:42:56.4920,0.077,-0.118,-0.977,0.987
2019-07-15 17:42:56.5060,0.098,-0.192,-0.98,1.003
2019-07-15 17:42:56.5280,0.151,-0.343,-0.994,1.062
2019-07-15 17:42:56.5340,0.101,-0.211,-0.958,0.986
2019-07-15 17:42:56.5380,0.101,-0.211,-0.958,0.986
2019-07-15 17:42:56.5460,0.159,-0.184,-0.905,0.937
2019-07-15 17:42:56.5510,0.208,-0.225,-0.858,0.911
2019-07-15 17:42:56.5660,0.235,-0.329,-0.858,0.948
2019-07-15 17:42:56.5730,0.243,-0.434,-0.898,1.027
2019-07-15 17:42:56.5810,0.169,-0.356,-1.04,1.112
2019-07-15 17:42:56.5910,0.118,-0.272,-1.062,1.103
2019-07-15 17:42:56.6050,0.13,-0.253,-1.033,1.071
2019-07-15 17:42:56.6270,0.149,-0.281,-0.821,0.88
2019-07-15 17:42:56.6340,0.08,-0.292,-0.856,0.908
2019-07-15 17:42:56.6370,0.08,-0.292,-0.856,0.908
2019-07-15 17:42:56.6450,0.014,-0.279,-0.917,0.959
2019-07-15 17:42:56.6510,-0.062,-0.255,-0.972,1.007
2019-07-15 17:42:56.6650,-0.048,-0.281,-0.955,0.997
2019-07-15 17:42:56.6720,0.046,-0.32,-0.892,0.949
2019-07-15 17:42:56.6810,0.084,-0.309,-0.85,0.908
2019-07-15 17:42:56.6900,0.113,-0.28,-0.805,0.86
2019-07-15 17:42:56.7040,0.175,-0.248,-0.855,0.907
2019-07-15 17:42:56.7260,0.195,-0.261,-0.923,0.979
2019-07-15 17:42:56.7330,0.181,-0.266,-1.022,1.071
2019-07-15 17:42:56.7360,0.181,-0.266,-1.022,1.071
2019-07-15 17:42:56.7430,0.052,-0.327,-1.137,1.184
2019-07-15 17:42:56.7500,-0.037,-0.393,-1.034,1.107
2019-07-15 17:42:56.7640,-0.05,-0.358,-0.883,0.954
2019-07-15 17:42:56.7720,-0.083,-0.29,-0.831,0.884
2019-07-15 17:42:56.7790,-0.126,-0.263,-0.819,0.869
2019-07-15 17:42:56.7890,-0.27,-0.267,-0.839,0.921
2019-07-15 17:42:56.8030,-0.168,-0.33,-0.904,0.977
2019-07-15 17:42:56.8250,0.056,-0.422,-0.93,1.023
2019-07-15 17:42:56.8320,0.024,-0.466,-0.808,0.933
2019-07-15 17:42:56.8360,0.024,-0.466,-0.808,0.933
2019-07-15 17:42:56.8430,0.019,-0.479,-0.763,0.901
2019-07-15 17:42:56.8490,0.034,-0.48,-0.802,0.935
2019-07-15 17:42:56.8630,0.052,-0.5,-0.833,0.973
2019-07-15 17:42:56.8710,0.042,-0.502,-0.848,0.986
2019-07-15 17:42:56.8790,-0.059,-0.406,-0.856,0.949
2019-07-15 17:42:56.8880,-0.084,-0.416,-0.875,0.972
2019-07-15 17:42:56.9020,-0.09,-0.454,-0.863,0.979
2019-07-15 17:42:56.9240,-0.152,-0.38,-0.89,0.98
2019-07-15 17:42:56.9310,-0.089,-0.344,-0.966,1.029
2019-07-15 17:42:56.9350,-0.089,-0.344,-0.966,1.029
2019-07-15 17:42:56.9420,-0.09,-0.384,-0.937,1.017
2019-07-15 17:42:56.9490,-0.068,-0.406,-0.925,1.012
2019-07-15 17:42:56.9620,-0.058,-0.406,-0.89,0.98
2019-07-15 17:42:56.9700,-0.072,-0.409,-0.912,1.002
2019-07-15 17:42:56.9780,-0.063,-0.406,-0.946,1.031
2019-07-15 17:42:56.9880,-0.045,-0.443,-0.958,1.056
2019-07-15 17:42:57.0010,-0.041,-0.434,-0.971,1.064
2019-07-15 17:42:57.0230,-0.051,-0.278,-0.898,0.941
2019-07-15 17:42:57.0300,-0.038,-0.425,-0.949,1.041
2019-07-15 17:42:57.0340,-0.038,-0.425,-0.949,1.041
2019-07-15 17:42:57.0410,0.008,-0.446,-0.94,1.04
2019-07-15 17:42:57.0470,-0.021,-0.408,-0.945,1.03
2019-07-15 17:42:57.0610,-0.028,-0.461,-0.937,1.045
2019-07-15 17:42:57.0690,-0.028,-0.462,-0.917,1.027
2019-07-15 17:42:57.0770,-0.027,-0.415,-0.898,0.99
2019-07-15 17:42:57.0870,-0.01,-0.412,-0.908,0.997
2019-07-15 17:42:57.1010,0.001,-0.414,-0.906,0.996
2019-07-15 17:42:57.1230,0.004,-0.397,-0.889,0.974
2019-07-15 17:42:57.1280,0.014,-0.4,-0.9,0.985
2019-07-15 17:42:57.1320,0.014,-0.4,-0.9,0.985
2019-07-15 17:42:57.1400,0.015,-0.402,-0.897,0.983
2019-07-15 17:42:57.1460,0.027,-0.427,-0.888,0.986
2019-07-15 17:42:57.1600,0.033,-0.418,-0.906,0.998
2019-07-15 17:42:57.1680,0.048,-0.407,-0.919,1.006
2019-07-15 17:42:57.1760,0.063,-0.392,-0.956,1.035
2019-07-15 17:42:57.1860,0.081,-0.419,-0.935,1.028
2019-07-15 17:42:57.2000,0.112,-0.418,-0.934,1.029
2019-07-15 17:42:57.2220,0.147,-0.389,-0.895,0.987
2019-07-15 17:42:57.2280,0.184,-0.382,-0.885,0.981
2019-07-15 17:42:57.2330,0.184,-0.382,-0.885,0.981
2019-07-15 17:42:57.2390,0.21,-0.387,-0.904,1.006
2019-07-15 17:42:57.2460,0.128,-0.307,-0.892,0.952
2019-07-15 17:42:57.2590,0.136,-0.353,-0.917,0.992
2019-07-15 17:42:57.2680,0.137,-0.385,-0.892,0.981
2019-07-15 17:42:57.2750,0.125,-0.384,-0.925,1.009
2019-07-15 17:42:57.2850,0.112,-0.386,-0.925,1.009
2019-07-15 17:42:57.3000,0.117,-0.375,-0.939,1.018
2019-07-15 17:42:57.3220,0.127,-0.347,-0.952,1.021
2019-07-15 17:42:57.3280,0.125,-0.315,-1.003,1.059
2019-07-15 17:42:57.3320,0.125,-0.315,-1.003,1.059
2019-07-15 17:42:57.3380,0.117,-0.316,-0.994,1.05
2019-07-15 17:42:57.3450,0.12,-0.339,-0.97,1.035
2019-07-15 17:42:57.3590,0.105,-0.329,-0.927,0.989
2019-07-15 17:42:57.3670,0.088,-0.351,-0.894,0.964
2019-07-15 17:42:57.3740,0.083,-0.351,-0.915,0.984
2019-07-15 17:42:57.3820,0.083,-0.341,-0.926,0.99
2019-07-15 17:42:57.3990,0.077,-0.325,-0.93,0.988
2019-07-15 17:42:57.4210,0.064,-0.309,-0.906,0.959
2019-07-15 17:42:57.4260,0.039,-0.303,-0.895,0.946
2019-07-15 17:42:57.4310,0.039,-0.303,-0.895,0.946
2019-07-15 17:42:57.4430,0.038,-0.313,-0.878,0.933
2019-07-15 17:42:57.4640,-0.029,-0.27,-0.918,0.957
2019-07-15 17:42:57.4700,-0.072,-0.277,-0.968,1.009
2019-07-15 17:42:57.4710,-0.072,-0.277,-0.968,1.009
2019-07-15 17:42:57.4750,-0.112,-0.271,-0.957,1.001
2019-07-15 17:42:57.4830,-0.149,-0.291,-0.955,1.009
2019-07-15 17:42:57.4980,-0.194,-0.333,-1.006,1.077
2019-07-15 17:42:57.5220,-0.269,-0.368,-0.844,0.959
2019-07-15 17:42:57.5280,-0.269,-0.368,-0.844,0.959
2019-07-15 17:42:57.5330,-0.307,-0.423,-0.91,1.049
2019-07-15 17:42:57.5410,-0.307,-0.423,-0.91,1.049
2019-07-15 17:42:57.5430,-0.35,-0.499,-1.028,1.195
2019-07-15 17:42:57.5570,-0.396,-0.46,-1.054,1.216
2019-07-15 17:42:57.5660,-0.365,-0.412,-1.031,1.169
2019-07-15 17:42:57.5720,-0.308,-0.463,-1.006,1.149
2019-07-15 17:42:57.5830,-0.278,-0.479,-1.006,1.148
2019-07-15 17:42:57.5970,-0.253,-0.5,-0.992,1.139
2019-07-15 17:42:57.6210,-0.178,-0.356,-1.012,1.087
2019-07-15 17:42:57.6350,-0.178,-0.356,-1.012,1.087
2019-07-15 17:42:57.6370,-0.178,-0.356,-1.012,1.087
2019-07-15 17:44:07.0710,-0.367,-0.466,-0.404,0.718
2019-07-15 17:44:07.0720,-0.159,-1.153,0.167,1.176
2019-07-15 17:44:07.0730,0.408,-0.762,0.24,0.897
2019-07-15 17:44:07.0740,0.361,-0.585,0.473,0.834
2019-07-15 17:44:07.0760,0.966,-0.702,0.227,1.216
2019-07-15 17:44:07.0780,0.227,-0.946,0.213,0.996
2019-07-15 17:44:07.2710,-0.041,-0.137,-0.888,0.899
2019-07-15 17:44:07.2730,-0.041,-0.137,-0.888,0.899
2019-07-15 17:44:07.2770,-0.041,-0.137,-0.888,0.899
2019-07-15 17:44:07.2790,-0.041,-0.137,-0.888,0.899
2019-07-15 17:44:07.2800,-0.041,-0.137,-0.888,0.899
2019-07-15 17:44:07.2950,-0.018,-0.138,-0.813,0.825
2019-07-15 17:44:07.2970,-0.018,-0.138,-0.813,0.825
2019-07-15 17:44:07.2990,-0.018,-0.138,-0.813,0.825
2019-07-15 17:44:07.3000,-0.018,-0.138,-0.813,0.825
2019-07-15 17:44:07.3010,-0.018,-0.138,-0.813,0.825
2019-07-15 17:44:07.3040,-0.021,-0.159,-0.809,0.825
2019-07-15 17:44:07.3060,-0.021,-0.159,-0.809,0.825
2019-07-15 17:44:07.3080,-0.021,-0.159,-0.809,0.825
2019-07-15 17:44:07.3090,-0.021,-0.159,-0.809,0.825
2019-07-15 17:44:07.3100,-0.021,-0.159,-0.809,0.825
2019-07-15 17:44:07.3150,0.001,-0.179,-0.838,0.857
2019-07-15 17:44:07.3180,0.001,-0.179,-0.838,0.857
2019-07-15 17:44:07.3400,0.013,-0.254,-0.85,0.887
2019-07-15 17:44:07.3420,0.013,-0.254,-0.85,0.887
2019-07-15 17:44:07.3440,-0.019,-0.251,-0.833,0.87
2019-07-15 17:44:07.3460,-0.019,-0.251,-0.833,0.87
2019-07-15 17:44:07.3470,-0.019,-0.251,-0.833,0.87
2019-07-15 17:44:07.3490,-0.019,-0.251,-0.833,0.87
2019-07-15 17:44:07.3500,-0.019,-0.251,-0.833,0.87
2019-07-15 17:44:07.3510,-0.019,-0.251,-0.833,0.87
2019-07-15 17:44:07.3630,0.007,-0.23,-0.89,0.919
2019-07-15 17:44:07.4060,0.102,-0.306,-0.757,0.823
2019-07-15 17:44:07.4080,0.102,-0.306,-0.757,0.823
2019-07-15 17:44:07.4120,0.102,-0.306,-0.757,0.823
2019-07-15 17:44:07.4140,0.139,-0.318,-0.876,0.942
2019-07-15 17:44:07.4150,0.139,-0.318,-0.876,0.942
2019-07-15 17:44:07.4170,0.139,-0.318,-0.876,0.942
2019-07-15 17:44:07.4300,0.069,-0.341,-0.955,1.016
2019-07-15 17:44:07.4320,0.069,-0.341,-0.955,1.016
2019-07-15 17:44:07.4350,0.029,-0.308,-0.987,1.034
2019-07-15 17:44:07.4380,0.029,-0.308,-0.987,1.034
2019-07-15 17:44:07.4420,0.029,-0.308,-0.987,1.034
2019-07-15 17:44:07.4440,0.075,-0.283,-0.961,1.005
2019-07-15 17:44:07.4470,0.075,-0.283,-0.961,1.005
2019-07-15 17:44:07.4480,0.075,-0.283,-0.961,1.005
2019-07-15 17:44:07.4500,0.075,-0.283,-0.961,1.005
2019-07-15 17:44:07.4510,0.075,-0.283,-0.961,1.005
2019-07-15 17:44:07.4520,0.075,-0.283,-0.961,1.005
2019-07-15 17:44:07.4550,0.12,-0.285,-0.945,0.994
2019-07-15 17:44:07.4570,0.12,-0.285,-0.945,0.994
2019-07-15 17:44:07.4590,0.12,-0.285,-0.945,0.994
2019-07-15 17:44:07.4600,0.12,-0.285,-0.945,0.994
2019-07-15 17:44:07.4610,0.12,-0.285,-0.945,0.994
2019-07-15 17:44:07.4620,0.12,-0.285,-0.945,0.994
2019-07-15 17:44:07.4640,0.094,-0.289,-0.98,1.026
2019-07-15 17:44:07.4650,0.094,-0.289,-0.98,1.026
2019-07-15 17:44:07.4660,0.094,-0.289,-0.98,1.026
2019-07-15 17:44:07.4670,0.094,-0.289,-0.98,1.026
2019-07-15 17:44:07.4680,0.094,-0.289,-0.98,1.026
2019-07-15 17:44:07.4720,0.094,-0.289,-0.98,1.026
2019-07-15 17:44:07.4750,0.074,-0.262,-1.007,1.043
2019-07-15 17:44:07.4780,0.074,-0.262,-1.007,1.043
2019-07-15 17:44:07.4800,0.074,-0.262,-1.007,1.043
2019-07-15 17:44:07.4820,0.074,-0.262,-1.007,1.043
2019-07-15 17:44:07.4840,0.057,-0.268,-0.997,1.034
2019-07-15 17:44:07.4850,0.057,-0.268,-0.997,1.034
2019-07-15 17:44:07.4880,0.057,-0.268,-0.997,1.034
2019-07-15 17:44:07.4890,0.057,-0.268,-0.997,1.034
2019-07-15 17:44:07.4900,0.057,-0.268,-0.997,1.034
2019-07-15 17:44:07.4920,0.057,-0.268,-0.997,1.034
2019-07-15 17:44:07.4940,0.061,-0.273,-0.988,1.027
2019-07-15 17:44:07.4950,0.061,-0.273,-0.988,1.027
2019-07-15 17:44:07.4960,0.061,-0.273,-0.988,1.027
2019-07-15 17:44:07.5010,0.061,-0.273,-0.988,1.027
2019-07-15 17:44:07.5040,0.086,-0.272,-1.009,1.049
2019-07-15 17:44:07.5060,0.086,-0.272,-1.009,1.049
2019-07-15 17:44:07.5070,0.086,-0.272,-1.009,1.049
2019-07-15 17:44:07.5080,0.086,-0.272,-1.009,1.049
2019-07-15 17:44:07.5090,0.086,-0.272,-1.009,1.049
2019-07-15 17:44:07.5100,0.086,-0.272,-1.009,1.049
2019-07-15 17:44:07.5110,0.086,-0.272,-1.009,1.049
2019-07-15 17:44:07.5120,0.086,-0.272,-1.009,1.049
2019-07-15 17:44:07.5140,0.075,-0.271,-1.04,1.077
2019-07-15 17:44:07.5150,0.075,-0.271,-1.04,1.077
2019-07-15 17:44:07.5170,0.075,-0.271,-1.04,1.077
2019-07-15 17:44:07.5240,0.074,-0.264,-1.062,1.097
2019-07-15 17:44:07.5270,0.074,-0.264,-1.062,1.097
2019-07-15 17:44:07.5280,0.074,-0.264,-1.062,1.097
2019-07-15 17:44:07.5310,0.074,-0.264,-1.062,1.097
2019-07-15 17:44:07.5330,0.074,-0.264,-1.062,1.097
2019-07-15 17:44:07.5390,0.08,-0.282,-1.035,1.076
2019-07-15 17:44:07.5400,0.08,-0.282,-1.035,1.076
2019-07-15 17:44:07.5410,0.08,-0.282,-1.035,1.076
2019-07-15 17:44:07.5420,0.13,-0.341,-0.984,1.049
2019-07-15 17:44:07.5440,0.13,-0.341,-0.984,1.049
2019-07-15 17:44:07.5450,0.13,-0.341,-0.984,1.049
2019-07-15 17:44:07.5470,0.13,-0.341,-0.984,1.049
2019-07-15 17:44:07.5480,0.13,-0.341,-0.984,1.049
2019-07-15 17:44:07.5490,0.13,-0.341,-0.984,1.049
2019-07-15 17:44:07.5500,0.13,-0.341,-0.984,1.049
2019-07-15 17:44:07.5520,0.106,-0.283,-1.08,1.121
2019-07-15 17:44:07.5560,0.106,-0.283,-1.08,1.121
2019-07-15 17:44:07.5570,0.106,-0.283,-1.08,1.121
2019-07-15 17:44:07.5580,0.106,-0.283,-1.08,1.121
