time,gFx,gFy,gFz,gFTotal
2019-07-15 16:59:50.8820,-0.041,-0.169,-0.827,0.845
2019-07-15 16:59:50.8830,-0.019,-0.099,-1.005,1.01
2019-07-15 16:59:50.8880,-0.019,-0.099,-1.005,1.01
2019-07-15 16:59:50.8970,0.065,-0.112,-1.07,1.078
2019-07-15 16:59:50.9110,0.077,-0.153,-1.001,1.016
2019-07-15 16:59:50.9180,0.037,-0.161,-0.929,0.944
2019-07-15 16:59:50.9350,0.002,-0.222,-0.974,0.999
2019-07-15 16:59:50.9420,-0.029,-0.313,-1.065,1.11
2019-07-15 16:59:50.9490,-0.029,-0.313,-1.065,1.11
2019-07-15 16:59:50.9540,-0.076,-0.41,-1.014,1.096
2019-07-15 16:59:50.9620,-0.108,-0.482,-0.892,1.02
2019-07-15 16:59:50.9730,-0.11,-0.501,-0.817,0.965
2019-07-15 16:59:50.9820,-0.088,-0.476,-0.787,0.924
2019-07-15 16:59:50.9960,-0.049,-0.404,-0.748,0.852
2019-07-15 16:59:51.0090,0.014,-0.322,-0.677,0.75
2019-07-15 16:59:51.0160,-0.019,-0.221,-0.665,0.701
2019-07-15 16:59:51.0320,0.336,0.081,-1.523,1.562
2019-07-15 16:59:51.0390,0.336,0.081,-1.523,1.562
2019-07-15 16:59:51.0470,0.126,-0.023,-0.685,0.697
2019-07-15 16:59:51.0520,0.22,-0.256,-0.672,0.752
2019-07-15 16:59:51.0610,0.304,-0.432,-0.85,1.001
2019-07-15 16:59:51.0720,0.28,-0.447,-0.807,0.964
2019-07-15 16:59:51.0810,0.13,-0.318,-0.804,0.874
2019-07-15 16:59:51.0950,0.027,-0.248,-0.746,0.787
2019-07-15 16:59:51.1070,0.017,-0.22,-0.735,0.767
2019-07-15 16:59:51.1270,0.171,-0.218,-0.793,0.84
2019-07-15 16:59:51.1280,0.171,-0.218,-0.793,0.84
2019-07-15 16:59:51.1360,0.27,-0.145,-0.779,0.837
