time,gFx,gFy,gFz,gFTotal
2019-07-15 17:40:16.4490,-0.01,0.004,-1.12,1.12
2019-07-15 17:40:16.4500,-0.01,0.004,-1.12,1.12
2019-07-15 17:40:16.4550,-0.01,0.004,-1.12,1.12
2019-07-15 17:40:16.4560,-0.01,0.004,-1.12,1.12
2019-07-15 17:40:16.4560,-0.01,0.004,-1.12,1.12
2019-07-15 17:40:16.4650,-0.049,-0.084,-1.135,1.139
2019-07-15 17:40:16.4690,-0.002,-0.152,-1.145,1.155
2019-07-15 17:40:16.4820,-0.014,-0.176,-1.075,1.089
2019-07-15 17:40:16.4880,-0.07,-0.216,-0.955,0.982
2019-07-15 17:40:16.4980,-0.089,-0.251,-0.838,0.879
2019-07-15 17:40:16.5250,-0.211,-0.238,-0.741,0.806
2019-07-15 17:40:16.5260,-0.211,-0.238,-0.741,0.806
2019-07-15 17:40:16.5330,-0.129,-0.261,-0.712,0.769
2019-07-15 17:40:16.5420,-0.029,-0.329,-0.747,0.817
2019-07-15 17:40:16.5470,0.076,-0.374,-0.878,0.957
2019-07-15 17:40:16.5570,0.33,-0.269,-1.034,1.118
2019-07-15 17:40:16.5670,0.588,-0.216,-1.022,1.199
2019-07-15 17:40:16.5810,0.338,-0.336,-0.736,0.877
2019-07-15 17:40:16.5870,0.096,-0.241,-0.719,0.764
2019-07-15 17:40:16.5970,-0.016,-0.146,-0.92,0.932
2019-07-15 17:40:16.6250,0.177,-0.345,-0.945,1.021
2019-07-15 17:40:16.6250,0.177,-0.345,-0.945,1.021
2019-07-15 17:40:16.6330,0.209,-0.352,-0.909,0.997
2019-07-15 17:40:16.6410,0.141,-0.262,-0.871,0.92
2019-07-15 17:40:16.6460,0.135,-0.128,-0.872,0.892
2019-07-15 17:40:16.6560,0.1,-0.125,-0.857,0.872
2019-07-15 17:40:16.6670,0.118,-0.228,-0.926,0.961
2019-07-15 17:40:16.6810,0.11,-0.274,-0.969,1.013
2019-07-15 17:40:16.6860,0.044,-0.201,-0.908,0.931
2019-07-15 17:40:16.6960,0.028,-0.173,-0.84,0.858
2019-07-15 17:40:16.7230,0.073,-0.275,-0.782,0.832
2019-07-15 17:40:16.7240,0.073,-0.275,-0.782,0.832
2019-07-15 17:40:16.7310,0.104,-0.317,-0.823,0.888
2019-07-15 17:40:16.7400,0.103,-0.258,-0.865,0.909
2019-07-15 17:40:16.7450,0.078,-0.228,-0.894,0.926
2019-07-15 17:40:16.7560,0.057,-0.259,-0.91,0.948
2019-07-15 17:40:16.7650,0.042,-0.33,-0.959,1.015
2019-07-15 17:40:16.7800,0.021,-0.402,-0.956,1.037
2019-07-15 17:40:16.7850,-0.059,-0.373,-0.842,0.923
2019-07-15 17:40:16.7950,0.114,-0.464,-0.931,1.046
2019-07-15 17:40:16.8220,-0.006,-0.264,-0.921,0.958
2019-07-15 17:40:16.8220,-0.006,-0.264,-0.921,0.958
2019-07-15 17:40:16.8300,0.041,-0.292,-0.909,0.956
2019-07-15 17:40:16.8380,0.019,-0.303,-0.923,0.972
2019-07-15 17:40:16.8450,0.049,-0.298,-0.944,0.991
2019-07-15 17:40:16.8540,0.07,-0.301,-0.939,0.989
2019-07-15 17:40:16.8640,0.058,-0.306,-0.953,1.003
2019-07-15 17:40:16.8790,0.041,-0.31,-0.956,1.006
2019-07-15 17:40:16.8850,0.057,-0.296,-0.947,0.994
2019-07-15 17:40:16.8940,0.04,-0.304,-0.969,1.016
2019-07-15 17:40:16.9200,0.023,-0.343,-0.887,0.951
2019-07-15 17:40:16.9210,0.023,-0.343,-0.887,0.951
2019-07-15 17:40:16.9280,0.06,-0.364,-0.893,0.966
2019-07-15 17:40:16.9350,0.102,-0.362,-0.91,0.985
2019-07-15 17:40:16.9440,0.148,-0.335,-0.985,1.051
2019-07-15 17:40:16.9540,0.177,-0.336,-1.004,1.073
2019-07-15 17:40:16.9640,0.181,-0.316,-0.96,1.027
2019-07-15 17:40:16.9780,0.205,-0.274,-0.97,1.029
2019-07-15 17:40:16.9840,0.231,-0.268,-0.982,1.044
2019-07-15 17:40:16.9940,0.234,-0.279,-0.985,1.05
2019-07-15 17:40:17.0180,0.264,-0.4,-1.02,1.127
2019-07-15 17:40:17.0190,0.264,-0.4,-1.02,1.127
2019-07-15 17:40:17.0270,0.178,-0.397,-0.983,1.075
2019-07-15 17:40:17.0340,0.02,-0.234,-0.981,1.009
2019-07-15 17:40:17.0430,0.017,-0.317,-0.961,1.012
2019-07-15 17:40:17.0530,0.018,-0.308,-0.931,0.981
2019-07-15 17:40:17.0620,0.023,-0.271,-0.937,0.976
2019-07-15 17:40:17.0770,-0.015,-0.273,-0.91,0.95
2019-07-15 17:40:17.0830,-0.044,-0.258,-0.907,0.944
2019-07-15 17:40:17.0920,-0.079,-0.243,-0.886,0.922
2019-07-15 17:40:17.1190,-0.188,-0.228,-0.92,0.966
2019-07-15 17:40:17.1240,-0.188,-0.228,-0.92,0.966
2019-07-15 17:40:17.1420,-0.228,-0.32,-1.023,1.096
2019-07-15 17:40:17.1430,-0.228,-0.32,-1.023,1.096
2019-07-15 17:40:17.1440,-0.228,-0.32,-1.023,1.096
2019-07-15 17:40:17.1570,-0.23,-0.301,-1.054,1.12
2019-07-15 17:40:17.1620,-0.225,-0.26,-1.077,1.131
2019-07-15 17:40:17.1760,-0.224,-0.305,-1.032,1.099
2019-07-15 17:40:17.1820,-0.24,-0.369,-1.003,1.095
2019-07-15 17:40:17.1920,-0.227,-0.258,-0.791,0.862
2019-07-15 17:40:17.2190,-0.314,-0.313,-0.935,1.035
2019-07-15 17:40:17.2200,-0.314,-0.313,-0.935,1.035
2019-07-15 17:40:17.2270,-0.279,-0.378,-1.087,1.184
2019-07-15 17:40:17.2340,-0.304,-0.362,-1.098,1.195
2019-07-15 17:40:17.2420,-0.355,-0.331,-1.031,1.14
2019-07-15 17:40:17.2510,-0.399,-0.322,-0.973,1.1
2019-07-15 17:40:17.2610,-0.423,-0.302,-0.993,1.121
2019-07-15 17:40:17.2750,-0.437,-0.283,-0.988,1.117
2019-07-15 17:40:17.2810,-0.489,-0.367,-0.99,1.164
2019-07-15 17:40:17.2910,-0.496,-0.432,-1.048,1.237
2019-07-15 17:40:17.3220,-0.471,-0.503,-1.133,1.326
2019-07-15 17:41:36.4050,-0.454,-0.513,-0.137,0.699
2019-07-15 17:41:36.4070,-0.454,-0.513,-0.137,0.699
2019-07-15 17:41:36.4080,-0.454,-0.513,-0.137,0.699
2019-07-15 17:41:36.4090,-0.454,-0.513,-0.137,0.699
2019-07-15 17:41:36.4090,-0.454,-0.513,-0.137,0.699
2019-07-15 17:41:36.4100,-0.454,-0.513,-0.137,0.699
2019-07-15 17:41:36.4130,-0.454,-0.513,-0.137,0.699
2019-07-15 17:41:36.4140,-0.454,-0.513,-0.137,0.699
2019-07-15 17:41:36.4160,-0.454,-0.513,-0.137,0.699
2019-07-15 17:41:36.4170,-0.478,-0.995,-0.317,1.148
2019-07-15 17:41:36.4180,-0.364,-0.829,-0.322,0.961
2019-07-15 17:41:36.4190,-0.139,-0.743,-0.198,0.781
2019-07-15 17:41:36.4200,0.345,-0.538,0.177,0.663
2019-07-15 17:41:36.4210,0.555,-1.135,0.245,1.287
2019-07-15 17:41:36.4230,0.618,-0.968,0.241,1.173
2019-07-15 17:41:36.4230,-0.089,-1.337,0.052,1.341
2019-07-15 17:41:36.4410,-0.089,-1.337,0.052,1.341
2019-07-15 17:41:36.4420,-0.089,-1.337,0.052,1.341
2019-07-15 17:41:36.4430,-0.089,-1.337,0.052,1.341
2019-07-15 17:41:36.4450,-0.089,-1.337,0.052,1.341
2019-07-15 17:41:36.4470,0.141,-0.849,0.162,0.825
2019-07-15 17:41:36.4480,0.119,-0.802,0.304,0.866
2019-07-15 17:41:36.4490,0.01,-0.999,-0.145,1.01
2019-07-15 17:41:36.4490,-0.356,0.056,0.508,0.623
2019-07-15 17:41:36.4500,-0.045,-0.901,-0.071,0.905
2019-07-15 17:41:36.4530,-0.002,-0.967,-0.121,0.975
2019-07-15 17:41:36.4540,-0.003,-0.956,-0.144,0.967
2019-07-15 17:41:36.4540,-0.042,-0.264,-0.95,0.987
2019-07-15 17:41:36.4560,-0.042,-0.264,-0.95,0.987
2019-07-15 17:41:36.4660,-0.019,-0.219,-0.981,1.005
2019-07-15 17:41:36.5360,-0.019,-0.219,-0.981,1.005
2019-07-15 17:41:36.5370,-0.019,-0.219,-0.981,1.005
2019-07-15 17:41:36.6060,0.12,-0.251,-0.878,0.921
2019-07-15 17:41:36.6070,0.12,-0.251,-0.878,0.921
2019-07-15 17:41:36.6080,0.142,-0.278,-0.897,0.95
2019-07-15 17:41:36.6140,0.142,-0.278,-0.897,0.95
2019-07-15 17:41:36.6140,0.142,-0.278,-0.897,0.95
2019-07-15 17:41:36.6150,0.142,-0.278,-0.897,0.95
2019-07-15 17:41:36.6160,0.142,-0.278,-0.897,0.95
2019-07-15 17:41:36.6170,0.142,-0.278,-0.897,0.95
2019-07-15 17:41:36.6170,0.142,-0.278,-0.897,0.95
2019-07-15 17:41:36.6180,0.142,-0.278,-0.897,0.95
2019-07-15 17:41:36.6180,0.142,-0.278,-0.897,0.95
2019-07-15 17:41:36.6200,0.154,-0.302,-0.938,0.997
2019-07-15 17:41:36.6210,0.154,-0.302,-0.938,0.997
2019-07-15 17:41:36.6220,0.154,-0.302,-0.938,0.997
2019-07-15 17:41:36.6230,0.154,-0.302,-0.938,0.997
2019-07-15 17:41:36.6240,0.154,-0.302,-0.938,0.997
2019-07-15 17:41:36.6250,0.154,-0.302,-0.938,0.997
2019-07-15 17:41:36.6260,0.154,-0.302,-0.938,0.997
2019-07-15 17:41:36.6270,0.151,-0.319,-0.959,1.022
2019-07-15 17:41:36.6320,0.151,-0.319,-0.959,1.022
2019-07-15 17:41:36.6320,0.151,-0.319,-0.959,1.022
2019-07-15 17:41:36.6330,0.151,-0.319,-0.959,1.022
2019-07-15 17:41:36.6340,0.151,-0.319,-0.959,1.022
2019-07-15 17:41:36.6350,0.151,-0.319,-0.959,1.022
2019-07-15 17:41:36.6350,0.151,-0.319,-0.959,1.022
2019-07-15 17:41:36.6360,0.151,-0.319,-0.959,1.022
2019-07-15 17:41:36.6370,0.151,-0.319,-0.959,1.022
2019-07-15 17:41:36.6390,0.136,-0.319,-0.958,1.019
2019-07-15 17:41:36.6400,0.136,-0.319,-0.958,1.019
2019-07-15 17:41:36.6410,0.136,-0.319,-0.958,1.019
2019-07-15 17:41:36.6410,0.136,-0.319,-0.958,1.019
2019-07-15 17:41:36.6420,0.136,-0.319,-0.958,1.019
2019-07-15 17:41:36.6440,0.136,-0.319,-0.958,1.019
2019-07-15 17:41:36.6470,0.136,-0.319,-0.958,1.019
2019-07-15 17:41:36.6470,0.136,-0.319,-0.958,1.019
2019-07-15 17:41:36.6480,0.136,-0.319,-0.958,1.019
2019-07-15 17:41:36.6500,0.114,-0.314,-0.948,1.005
2019-07-15 17:41:36.6500,0.114,-0.314,-0.948,1.005
2019-07-15 17:41:36.6510,0.114,-0.314,-0.948,1.005
2019-07-15 17:41:36.6520,0.114,-0.314,-0.948,1.005
2019-07-15 17:41:36.6530,0.114,-0.314,-0.948,1.005
2019-07-15 17:41:36.6540,0.114,-0.314,-0.948,1.005
2019-07-15 17:41:36.6560,0.114,-0.314,-0.948,1.005
2019-07-15 17:41:36.6560,0.114,-0.314,-0.948,1.005
2019-07-15 17:41:36.6570,0.114,-0.314,-0.948,1.005
2019-07-15 17:41:36.6580,0.11,-0.306,-0.939,0.994
2019-07-15 17:41:36.6610,0.11,-0.306,-0.939,0.994
2019-07-15 17:41:36.6620,0.11,-0.306,-0.939,0.994
2019-07-15 17:41:36.6630,0.11,-0.306,-0.939,0.994
2019-07-15 17:41:36.6640,0.11,-0.306,-0.939,0.994
2019-07-15 17:41:36.6640,0.11,-0.306,-0.939,0.994
2019-07-15 17:41:36.6650,0.11,-0.306,-0.939,0.994
2019-07-15 17:41:36.6660,0.11,-0.306,-0.939,0.994
2019-07-15 17:41:36.6660,0.11,-0.306,-0.939,0.994
2019-07-15 17:41:36.6670,0.11,-0.306,-0.939,0.994
2019-07-15 17:41:36.6680,0.11,-0.306,-0.939,0.994
2019-07-15 17:41:36.6690,0.105,-0.301,-0.945,0.997
2019-07-15 17:41:36.6700,0.105,-0.301,-0.945,0.997
2019-07-15 17:41:36.6710,0.105,-0.301,-0.945,0.997
2019-07-15 17:41:36.6710,0.105,-0.301,-0.945,0.997
2019-07-15 17:41:36.6720,0.105,-0.301,-0.945,0.997
2019-07-15 17:41:36.6730,0.105,-0.301,-0.945,0.997
2019-07-15 17:41:36.6740,0.105,-0.301,-0.945,0.997
2019-07-15 17:41:36.6750,0.105,-0.301,-0.945,0.997
2019-07-15 17:41:36.6760,0.105,-0.301,-0.945,0.997
2019-07-15 17:41:36.6760,0.105,-0.301,-0.945,0.997
2019-07-15 17:41:36.6780,0.105,-0.301,-0.945,0.997
2019-07-15 17:41:36.6790,0.105,-0.301,-0.945,0.997
2019-07-15 17:41:36.6800,0.105,-0.301,-0.945,0.997
2019-07-15 17:41:36.6810,0.104,-0.293,-0.97,1.019
2019-07-15 17:41:36.6820,0.104,-0.293,-0.97,1.019
2019-07-15 17:41:36.6820,0.104,-0.293,-0.97,1.019
2019-07-15 17:41:36.6830,0.104,-0.293,-0.97,1.019
2019-07-15 17:41:36.6830,0.104,-0.293,-0.97,1.019
2019-07-15 17:41:36.6840,0.104,-0.293,-0.97,1.019
2019-07-15 17:41:36.6850,0.104,-0.293,-0.97,1.019
2019-07-15 17:41:36.6860,0.104,-0.293,-0.97,1.019
2019-07-15 17:41:36.6860,0.104,-0.293,-0.97,1.019
2019-07-15 17:41:36.6870,0.104,-0.293,-0.97,1.019
2019-07-15 17:41:36.6880,0.104,-0.293,-0.97,1.019
2019-07-15 17:41:36.6890,0.104,-0.293,-0.97,1.019
2019-07-15 17:41:36.6900,0.104,-0.293,-0.97,1.019
