59:31.4;-0.055;-0.915;-0.336;0.976
59:31.4;-0.052;-0.897;-0.345;0.962
59:31.4;-0.052;-0.897;-0.345;0.962
59:31.4;-0.052;-0.897;-0.345;0.962
59:31.4;-0.05;-0.895;-0.346;0.961
59:31.4;-0.051;-0.899;-0.339;0.962
59:31.4;-0.051;-0.925;-0.349;0.99
59:31.4;-0.052;-0.896;-0.328;0.956
59:31.4;-0.07;-0.92;-0.336;0.982
59:31.4;-0.062;-0.944;-0.351;1.009
59:31.5;-0.064;-0.901;-0.328;0.961
59:31.5;-0.055;-0.914;-0.321;0.97
59:31.5;-0.055;-0.914;-0.321;0.97
59:31.5;-0.055;-0.914;-0.321;0.97
59:31.5;-0.057;-0.912;-0.332;0.972
59:31.5;-0.059;-0.913;-0.32;0.969
59:31.5;-0.066;-0.897;-0.313;0.952
59:31.5;-0.071;-0.913;-0.323;0.971
59:31.5;-0.065;-0.924;-0.332;0.984
59:31.5;-0.058;-0.915;-0.331;0.975
59:31.6;-0.054;-0.927;-0.333;0.986
59:31.6;-0.063;-0.909;-0.311;0.963
59:31.6;-0.063;-0.909;-0.311;0.963
59:31.6;-0.063;-0.909;-0.311;0.963
59:31.6;-0.069;-0.911;-0.301;0.962
59:31.6;-0.072;-0.919;-0.295;0.968
59:31.6;-0.065;-0.922;-0.299;0.971
59:31.6;-0.061;-0.933;-0.312;0.986
59:31.6;-0.067;-0.922;-0.314;0.976
59:31.6;-0.069;-0.931;-0.317;0.986
59:31.7;-0.076;-0.913;-0.307;0.966
59:31.7;-0.077;-0.923;-0.305;0.975
59:31.7;-0.077;-0.923;-0.305;0.975
59:31.7;-0.077;-0.923;-0.305;0.975
59:31.7;-0.07;-0.919;-0.307;0.971
59:31.7;-0.073;-0.92;-0.312;0.974
59:31.7;-0.072;-0.926;-0.307;0.978
59:31.7;-0.063;-0.921;-0.31;0.974
59:31.7;-0.062;-0.931;-0.311;0.984
59:31.7;-0.072;-0.925;-0.309;0.978
59:31.8;-0.081;-0.923;-0.304;0.975
59:31.8;-0.082;-0.925;-0.281;0.97
59:31.8;-0.082;-0.925;-0.281;0.97
59:31.8;-0.082;-0.925;-0.281;0.97
59:31.8;-0.079;-0.924;-0.277;0.968
59:31.8;-0.086;-0.927;-0.27;0.969
59:31.8;-0.089;-0.914;-0.269;0.957
59:31.8;-0.081;-0.916;-0.28;0.961
59:31.8;-0.059;-0.918;-0.299;0.967
59:31.8;-0.068;-0.929;-0.3;0.979
59:31.9;-0.073;-0.928;-0.291;0.975
59:31.9;-0.073;-0.924;-0.283;0.969
59:31.9;-0.073;-0.924;-0.283;0.969
59:31.9;-0.077;-0.93;-0.283;0.975
59:31.9;-0.083;-0.923;-0.279;0.968
59:31.9;-0.079;-0.918;-0.289;0.966
59:31.9;-0.078;-0.91;-0.286;0.957
59:31.9;-0.066;-0.913;-0.292;0.961
59:31.9;-0.066;-0.903;-0.294;0.952
59:31.9;-0.057;-0.916;-0.299;0.965
59:32.0;-0.059;-0.934;-0.303;0.984
59:32.0;-0.079;-0.927;-0.283;0.972
59:32.0;-0.079;-0.927;-0.283;0.972
59:32.0;-0.079;-0.927;-0.283;0.972
59:32.0;-0.077;-0.921;-0.261;0.96
59:32.0;-0.081;-0.915;-0.246;0.951
59:32.0;-0.084;-0.919;-0.244;0.955
59:32.0;-0.071;-0.921;-0.257;0.959
59:32.0;-0.085;-0.927;-0.259;0.966
59:32.0;-0.093;-0.929;-0.256;0.968
59:32.1;-0.081;-0.93;-0.262;0.97
59:32.1;-0.094;-0.931;-0.268;0.973
59:32.1;-0.094;-0.931;-0.268;0.973
59:32.1;-0.094;-0.931;-0.268;0.973
59:32.1;-0.104;-0.93;-0.271;0.974
59:32.1;-0.096;-0.925;-0.276;0.97
59:32.1;-0.085;-0.916;-0.29;0.965
59:32.1;-0.072;-0.921;-0.291;0.969
59:32.1;-0.065;-0.924;-0.289;0.97
59:32.1;-0.06;-0.92;-0.282;0.964
59:32.2;-0.062;-0.924;-0.268;0.964
59:32.2;-0.075;-0.928;-0.257;0.966
59:32.2;-0.075;-0.928;-0.257;0.966
59:32.2;-0.075;-0.928;-0.257;0.966
59:32.2;-0.074;-0.944;-0.262;0.982
59:32.2;-0.075;-0.949;-0.268;0.989
59:32.2;-0.074;-0.943;-0.268;0.983
59:32.2;-0.073;-0.941;-0.264;0.98
59:32.2;-0.076;-0.937;-0.259;0.975
59:32.2;-0.042;-0.914;-0.274;0.955
59:32.2;-0.107;-0.902;-0.261;0.945
59:32.3;-0.096;-0.923;-0.24;0.959
59:32.3;-0.096;-0.923;-0.24;0.959
59:32.3;-0.096;-0.923;-0.24;0.959
59:32.3;-0.099;-0.944;-0.234;0.978
59:32.3;-0.093;-0.966;-0.236;0.999
59:32.3;-0.111;-0.982;-0.236;1.016
59:32.3;-0.121;-0.942;-0.241;0.98
59:32.3;-0.088;-0.871;-0.279;0.919
59:32.3;-0.07;-0.882;-0.279;0.928
59:32.3;-0.069;-0.892;-0.269;0.934
59:32.4;-0.083;-0.913;-0.238;0.947
59:32.4;-0.083;-0.913;-0.238;0.947
59:32.4;-0.083;-0.913;-0.238;0.947
59:32.4;-0.097;-0.925;-0.228;0.958
59:32.4;-0.112;-0.94;-0.226;0.973
59:32.4;-0.122;-0.93;-0.225;0.965
59:32.4;-0.123;-0.927;-0.237;0.965
59:32.4;-0.124;-0.94;-0.248;0.98
59:32.4;-0.119;-0.938;-0.253;0.979
59:32.4;-0.103;-0.917;-0.253;0.957
59:32.5;-0.106;-0.935;-0.246;0.973
59:32.5;-0.106;-0.935;-0.246;0.973
59:32.5;-0.106;-0.935;-0.246;0.973
59:32.5;-0.119;-0.954;-0.237;0.99
59:32.5;-0.11;-0.942;-0.243;0.979
59:32.5;-0.106;-0.931;-0.247;0.969
59:32.5;-0.111;-0.946;-0.242;0.983
59:32.5;-0.109;-0.953;-0.235;0.988
59:32.5;-0.113;-0.948;-0.234;0.983
59:32.5;-0.099;-0.926;-0.242;0.962
59:32.6;-0.134;-0.945;-0.225;0.981
59:32.6;-0.134;-0.945;-0.225;0.981
59:32.6;-0.134;-0.945;-0.225;0.981
59:32.6;-0.143;-0.932;-0.23;0.971
59:32.6;-0.133;-0.933;-0.237;0.972
59:32.6;-0.13;-0.922;-0.242;0.962
59:32.6;-0.11;-0.926;-0.251;0.966
59:32.6;-0.1;-0.931;-0.254;0.97
59:32.6;-0.106;-0.923;-0.246;0.961
59:32.6;-0.107;-0.905;-0.243;0.943
59:32.7;-0.14;-0.948;-0.217;0.983
59:32.7;-0.14;-0.948;-0.217;0.983
59:32.7;-0.14;-0.948;-0.217;0.983
59:32.7;-0.139;-0.943;-0.218;0.978
59:32.7;-0.142;-0.929;-0.224;0.966
59:32.7;-0.151;-0.939;-0.222;0.977
59:32.7;-0.151;-0.936;-0.212;0.972
59:32.7;-0.145;-0.931;-0.201;0.963
59:32.7;-0.133;-0.918;-0.199;0.949
59:32.7;-0.124;-0.923;-0.209;0.954
59:32.8;-0.115;-0.934;-0.199;0.962
59:32.8;-0.115;-0.934;-0.199;0.962
59:32.8;-0.115;-0.934;-0.199;0.962
59:32.8;-0.108;-0.931;-0.19;0.956
59:32.8;-0.103;-0.936;-0.179;0.959
59:32.8;-0.087;-0.957;-0.156;0.974
59:32.8;-0.076;-0.971;-0.138;0.984
59:32.8;-0.063;-0.979;-0.129;0.989
59:32.8;-0.055;-0.983;-0.123;0.992
59:32.8;-0.053;-0.979;-0.121;0.988
59:32.9;-0.034;-0.969;-0.136;0.979
59:32.9;-0.034;-0.969;-0.136;0.979
59:32.9;-0.034;-0.969;-0.136;0.979
59:32.9;-0.026;-0.975;-0.146;0.986
59:32.9;-0.018;-0.978;-0.146;0.989
59:32.9;-0.016;-0.977;-0.138;0.987
59:32.9;-0.02;-0.957;-0.134;0.967
59:32.9;-0.012;-0.925;-0.143;0.936
59:32.9;-0.017;-0.966;-0.155;0.979
59:32.9;-0.039;-1.007;-0.161;1.021
59:33.0;-0.05;-1.008;-0.158;1.022
59:33.0;-0.05;-1.008;-0.158;1.022
59:33.0;-0.05;-1.008;-0.158;1.022
59:33.0;-0.051;-1.004;-0.132;1.014
59:33.0;-0.037;-0.988;-0.122;0.996
59:33.0;-0.01;-0.961;-0.115;0.968
59:33.0;0.016;-0.945;-0.104;0.951
59:33.0;0.032;-0.958;-0.09;0.963
59:33.0;0.074;-0.943;-0.108;0.952
59:33.0;0.084;-0.924;-0.145;0.939
59:33.1;0.044;-0.901;-0.225;0.93
59:33.1;0.044;-0.901;-0.225;0.93
59:33.1;0.044;-0.901;-0.225;0.93
59:33.1;0.006;-0.902;-0.25;0.936
59:33.1;-0.019;-0.906;-0.265;0.944
59:33.1;-0.033;-0.917;-0.274;0.958
59:33.1;-0.037;-0.935;-0.274;0.975
59:33.1;-0.043;-0.953;-0.274;0.993
59:33.1;-0.042;-0.966;-0.271;1.004
59:33.1;-0.042;-0.984;-0.262;1.019
59:33.2;0.027;-0.96;-0.181;0.977
59:33.2;0.027;-0.96;-0.181;0.977
59:33.2;0.027;-0.96;-0.181;0.977
59:33.2;0.06;-0.953;-0.167;0.969
59:33.2;0.081;-0.938;-0.162;0.955
59:33.2;0.092;-0.919;-0.165;0.938
59:33.2;0.093;-0.901;-0.175;0.923
59:33.2;0.087;-0.896;-0.192;0.92
59:33.2;0.078;-0.898;-0.21;0.926
59:33.2;0.057;-0.903;-0.226;0.933
59:33.3;-0.005;-0.896;-0.253;0.931
59:33.3;-0.005;-0.896;-0.253;0.931
59:33.3;-0.005;-0.896;-0.253;0.931
59:33.3;-0.019;-0.888;-0.255;0.924
59:33.3;-0.024;-0.883;-0.251;0.918
59:33.3;-0.024;-0.879;-0.256;0.916
59:33.3;-0.03;-0.877;-0.26;0.915
59:33.3;-0.029;-0.881;-0.264;0.92
59:33.3;-0.019;-0.898;-0.271;0.938
59:33.3;-0.018;-0.911;-0.275;0.952
59:33.4;0.006;-0.904;-0.279;0.946
59:33.4;0.006;-0.904;-0.279;0.946
59:33.4;0.006;-0.904;-0.279;0.946
59:33.4;0.032;-0.89;-0.279;0.933
59:33.4;0.062;-0.881;-0.275;0.925
59:33.4;0.097;-0.883;-0.27;0.928
59:33.4;0.139;-0.896;-0.271;0.946
59:33.4;0.167;-0.904;-0.27;0.958
59:33.4;0.191;-0.913;-0.27;0.971
59:33.4;0.2;-0.933;-0.268;0.991
59:33.5;0.135;-0.981;-0.266;1.025
59:33.5;0.135;-0.981;-0.266;1.025
59:33.5;0.135;-0.981;-0.266;1.025
59:33.5;0.077;-1.03;-0.27;1.068
59:33.5;0.035;-1.118;-0.255;1.147
59:33.5;0.023;-1.182;-0.214;1.201
59:33.5;0.026;-1.174;-0.159;1.185
59:33.5;0.022;-1.14;-0.13;1.148
59:33.5;0.006;-1.138;-0.121;1.144
59:33.5;0.001;-1.182;-0.107;1.187
59:33.6;0.051;-1.236;-0.001;1.237
59:33.6;0.051;-1.236;-0.001;1.237
59:33.6;0.051;-1.236;-0.001;1.237
59:33.6;0.048;-1.192;0.065;1.195
59:33.6;-0.026;-1.145;0.118;1.151
59:33.6;-0.097;-1.094;0.162;1.11
59:33.6;-0.132;-1.047;0.2;1.074
59:33.6;-0.136;-1.003;0.221;1.036
59:33.6;-0.129;-0.969;0.202;0.998
59:33.6;-0.096;-0.946;0.152;0.963
59:33.7;0.04;-0.995;-0.004;0.996
59:33.7;0.04;-0.995;-0.004;0.996
59:33.7;0.04;-0.995;-0.004;0.996
59:33.7;0.081;-1.015;-0.042;1.019
59:33.7;0.102;-1.009;-0.066;1.016
59:33.7;0.101;-0.995;-0.083;1.004
59:33.7;0.079;-0.976;-0.085;0.983
59:33.7;0.021;-0.947;-0.073;0.95
59:33.7;-0.045;-0.906;-0.033;0.908
59:33.7;-0.105;-0.86;-0.013;0.866
59:33.8;-0.261;-0.808;0.009;0.849
59:33.8;-0.261;-0.808;0.009;0.849
59:33.8;-0.261;-0.808;0.009;0.849
59:33.8;-0.258;-0.831;0.008;0.87
59:33.8;-0.231;-0.858;0;0.889
59:33.8;-0.186;-0.881;-0.017;0.901
59:33.8;-0.144;-0.898;-0.032;0.91
59:33.8;-0.102;-0.909;-0.046;0.916
59:33.8;-0.082;-0.904;-0.059;0.91
59:33.8;-0.081;-0.896;-0.06;0.902
59:33.9;-0.15;-0.914;-0.035;0.927
59:33.9;-0.15;-0.914;-0.035;0.927
59:33.9;-0.15;-0.914;-0.035;0.927
59:33.9;-0.15;-0.914;-0.035;0.927
59:33.9;-0.149;-0.915;-0.041;0.928
59:33.9;-0.15;-0.902;-0.046;0.916
59:33.9;-0.147;-0.891;-0.047;0.904
59:33.9;-0.143;-0.878;-0.04;0.89
59:33.9;-0.142;-0.88;-0.045;0.893
59:33.9;-0.138;-0.88;-0.053;0.892
59:34.0;-0.097;-0.899;-0.096;0.909
59:34.0;-0.097;-0.899;-0.096;0.909
59:34.0;-0.087;-0.906;-0.113;0.917
59:34.0;-0.087;-0.906;-0.113;0.917
59:34.0;-0.083;-0.907;-0.133;0.92
59:34.0;-0.079;-0.903;-0.146;0.918
59:34.0;-0.074;-0.895;-0.155;0.911
59:34.0;-0.073;-0.881;-0.166;0.899
59:34.0;-0.077;-0.866;-0.181;0.888
59:34.0;-0.086;-0.873;-0.186;0.897
59:34.1;-0.166;-0.964;-0.16;0.991
59:34.1;-0.166;-0.964;-0.16;0.991
59:34.1;-0.166;-0.964;-0.16;0.991
59:34.1;-0.19;-0.99;-0.135;1.017
59:34.1;-0.206;-0.991;-0.106;1.018
59:34.1;-0.229;-0.991;-0.09;1.021
59:34.1;-0.238;-1.02;-0.095;1.052
59:34.1;-0.215;-1.075;-0.141;1.105
59:34.1;-0.153;-1.136;-0.208;1.165
59:34.1;-0.095;-1.18;-0.267;1.214
59:34.2;-0.053;-1.148;-0.277;1.182
59:34.2;-0.053;-1.148;-0.277;1.182
59:34.2;-0.053;-1.148;-0.277;1.182
59:34.2;-0.105;-1.136;-0.248;1.167
59:34.2;-0.207;-1.15;-0.223;1.19
59:34.2;-0.338;-1.153;-0.179;1.215
59:34.2;-0.41;-1.124;-0.105;1.201
59:34.2;-0.415;-1.051;-0.035;1.131
59:34.2;-0.39;-1.011;0.018;1.084
59:34.2;-0.338;-1.041;0.075;1.097
59:34.3;-0.004;-1.13;0.155;1.141
59:34.3;-0.004;-1.13;0.155;1.141
59:34.3;-0.004;-1.13;0.155;1.141
59:34.3;0.048;-1.092;0.173;1.107
59:34.3;0.071;-1.029;0.19;1.049
59:34.3;0.072;-0.99;0.187;1.01
59:34.3;0.024;-0.978;0.178;0.994
59:34.3;-0.027;-0.989;0.166;1.003
59:34.3;-0.056;-0.994;0.159;1.008
59:34.3;-0.074;-0.996;0.147;1.01
59:34.4;-0.196;-1.053;0.032;1.072
59:34.4;-0.196;-1.053;0.032;1.072
59:34.4;-0.196;-1.053;0.032;1.072
59:34.4;-0.233;-1.087;0;1.112
59:34.4;-0.252;-1.102;0.004;1.13
59:34.4;-0.246;-1.076;0.028;1.104
59:34.4;-0.223;-1.037;0.055;1.062
59:34.4;-0.18;-0.991;0.076;1.01
59:34.4;-0.125;-0.946;0.081;0.958
59:34.4;-0.067;-0.916;0.083;0.922
59:34.5;0.055;-0.877;0.034;0.879
59:34.5;0.055;-0.877;0.034;0.879
59:34.5;0.055;-0.877;0.034;0.879
59:34.5;0.073;-0.878;0.005;0.881
59:34.5;0.075;-0.874;-0.016;0.877
59:34.5;0.066;-0.865;-0.037;0.868
59:34.5;0.051;-0.853;-0.061;0.857
59:34.5;0.029;-0.837;-0.068;0.84
59:34.5;0.009;-0.833;-0.067;0.836
59:34.5;-0.007;-0.841;-0.062;0.843
59:34.6;0.03;-0.84;-0.063;0.843
59:34.6;0.03;-0.84;-0.063;0.843
59:34.6;0.03;-0.84;-0.063;0.843
59:34.6;0.065;-0.821;-0.069;0.826
59:34.6;0.093;-0.794;-0.072;0.803
59:34.6;0.101;-0.772;-0.079;0.783
59:34.6;0.103;-0.779;-0.092;0.791
59:34.6;0.087;-0.794;-0.104;0.805
59:34.6;0.069;-0.804;-0.116;0.815
59:34.6;0.059;-0.812;-0.128;0.824
59:34.7;0.003;-0.843;-0.145;0.855
59:34.7;0.003;-0.843;-0.145;0.855
59:34.7;0.003;-0.843;-0.145;0.855
59:34.7;-0.014;-0.862;-0.157;0.876
59:34.7;-0.031;-0.877;-0.182;0.896
59:34.7;-0.052;-0.883;-0.204;0.908
59:34.7;-0.061;-0.889;-0.222;0.918
59:34.7;-0.036;-0.908;-0.219;0.935
59:34.7;0.001;-0.941;-0.208;0.964
59:34.7;-0.001;-0.958;-0.211;0.981
59:34.8;0.028;-0.979;-0.147;0.99
59:34.8;0.028;-0.979;-0.147;0.99
59:34.8;0.028;-0.979;-0.147;0.99
59:34.8;0.064;-1.002;-0.104;1.009
59:34.8;0.096;-1.012;-0.111;1.023
59:34.8;0.099;-1.009;-0.17;1.028
59:34.8;0.064;-1.019;-0.249;1.051
59:34.8;-0.007;-1.037;-0.319;1.085
59:34.8;-0.078;-1.061;-0.368;1.126
59:34.8;-0.125;-1.101;-0.379;1.171
59:34.9;-0.041;-1.23;-0.25;1.256
59:34.9;-0.041;-1.23;-0.25;1.256
59:34.9;-0.041;-1.23;-0.25;1.256
59:34.9;0.054;-1.247;-0.16;1.258
59:34.9;0.155;-1.229;-0.065;1.24
59:34.9;0.215;-1.169;0.024;1.189
59:34.9;0.202;-1.084;0.096;1.107
59:34.9;0.119;-1.038;0.163;1.057
59:34.9;0.076;-1.048;0.248;1.08
59:34.9;0.059;-1.072;0.303;1.116
59:35.0;0.077;-1.199;0.138;1.209
59:35.0;0.077;-1.199;0.138;1.209
59:35.0;0.077;-1.199;0.138;1.209
59:35.0;0.132;-1.277;0.123;1.29
59:35.0;0.184;-1.326;0.102;1.343
59:35.0;0.2;-1.314;0.048;1.33
59:35.0;0.184;-1.254;-0.011;1.267
59:35.0;0.126;-1.135;-0.054;1.143
59:35.0;0.05;-1.018;-0.082;1.023
59:35.0;-0.041;-0.94;-0.084;0.945
59:35.1;-0.133;-0.828;0.02;0.839
59:35.1;-0.133;-0.828;0.02;0.839
59:35.1;-0.133;-0.828;0.02;0.839
59:35.1;-0.116;-0.812;0.036;0.821
59:35.1;-0.089;-0.799;0.036;0.805
59:35.1;-0.066;-0.779;0.021;0.782
59:35.1;-0.052;-0.756;-0.004;0.758
59:35.1;-0.053;-0.744;-0.02;0.746
59:35.1;-0.055;-0.734;-0.016;0.736
59:35.1;-0.068;-0.741;-0.018;0.744
59:35.2;-0.104;-0.807;-0.027;0.814
59:35.2;-0.104;-0.807;-0.027;0.814
59:35.2;-0.104;-0.807;-0.027;0.814
59:35.2;-0.104;-0.819;-0.039;0.826
59:35.2;-0.101;-0.824;-0.049;0.832
59:35.2;-0.104;-0.817;-0.054;0.825
59:35.2;-0.11;-0.81;-0.061;0.82
59:35.2;-0.131;-0.808;-0.062;0.821
59:35.2;-0.143;-0.811;-0.061;0.826
59:35.2;-0.157;-0.812;-0.059;0.829
59:35.3;-0.161;-0.777;-0.111;0.801
59:35.3;-0.161;-0.777;-0.111;0.801
59:35.3;-0.161;-0.777;-0.111;0.801
59:35.3;-0.138;-0.817;-0.157;0.843
59:35.3;-0.12;-0.877;-0.189;0.905
59:35.3;-0.107;-0.934;-0.211;0.963
59:35.3;-0.099;-0.967;-0.213;0.995
59:35.3;-0.096;-0.964;-0.194;0.988
59:35.3;-0.088;-0.951;-0.164;0.969
59:35.3;-0.097;-0.962;-0.149;0.978
59:35.4;-0.201;-1.061;-0.115;1.086
59:35.4;-0.201;-1.061;-0.115;1.086
59:35.4;-0.201;-1.061;-0.115;1.086
59:35.4;-0.245;-1.069;-0.124;1.104
59:35.4;-0.264;-1.061;-0.128;1.101
59:35.4;-0.234;-1.065;-0.158;1.102
59:35.4;-0.198;-1.095;-0.222;1.135
59:35.4;-0.145;-1.135;-0.265;1.175
59:35.4;-0.109;-1.149;-0.286;1.189
59:35.4;-0.111;-1.138;-0.306;1.184
59:35.5;-0.264;-1.151;-0.144;1.19
59:35.5;-0.264;-1.151;-0.144;1.19
59:35.5;-0.264;-1.151;-0.144;1.19
59:35.5;-0.337;-1.077;-0.026;1.129
59:35.5;-0.323;-1.022;0.06;1.074
59:35.5;-0.268;-1.04;0.102;1.079
59:35.5;-0.171;-1.103;0.149;1.126
59:35.5;-0.07;-1.157;0.195;1.175
59:35.5;0.011;-1.178;0.221;1.199
59:35.5;0.136;-1.128;0.222;1.158
59:35.6;0.151;-1.002;0.117;1.02
59:35.6;0.151;-1.002;0.117;1.02
59:35.6;0.151;-1.002;0.117;1.02
59:35.6;0.095;-1.006;0.107;1.016
59:35.6;0.011;-1.018;0.107;1.024
59:35.6;-0.071;-1.044;0.084;1.05
59:35.6;-0.158;-1.075;0.053;1.088
59:35.6;-0.221;-1.104;0.022;1.126
59:35.6;-0.249;-1.136;-0.009;1.163
59:35.6;-0.247;-1.146;-0.008;1.172
59:35.7;-0.117;-1.015;0.062;1.024
59:35.7;-0.117;-1.015;0.062;1.024
59:35.7;-0.117;-1.015;0.062;1.024
59:35.7;-0.063;-0.954;0.042;0.957
59:35.7;-0.033;-0.888;0.007;0.889
59:35.7;0.004;-0.834;-0.02;0.834
59:35.7;0.026;-0.788;-0.036;0.789
59:35.7;0.031;-0.759;-0.041;0.761
59:35.7;0.046;-0.756;-0.044;0.759
59:35.7;0.064;-0.762;-0.057;0.767
59:35.8;0.091;-0.791;-0.095;0.802
59:35.8;0.091;-0.791;-0.095;0.802
59:35.8;0.091;-0.791;-0.095;0.802
59:35.8;0.086;-0.794;-0.104;0.805
59:35.8;0.076;-0.793;-0.107;0.804
59:35.8;0.069;-0.796;-0.11;0.807
59:35.8;0.066;-0.799;-0.109;0.809
59:35.8;0.073;-0.797;-0.109;0.808
59:35.8;0.08;-0.785;-0.117;0.798
59:35.8;0.081;-0.767;-0.118;0.78
59:35.9;0.018;-0.813;-0.167;0.83
59:35.9;0.018;-0.813;-0.167;0.83
59:35.9;0.018;-0.813;-0.167;0.83
59:35.9;-0.007;-0.838;-0.189;0.859
59:35.9;-0.021;-0.854;-0.208;0.879
59:35.9;-0.037;-0.865;-0.215;0.892
59:35.9;-0.038;-0.879;-0.218;0.906
59:35.9;-0.018;-0.893;-0.21;0.918
59:35.9;-0.005;-0.901;-0.197;0.922
59:35.9;-0.011;-0.9;-0.194;0.921
59:36.0;-0.061;-0.916;-0.221;0.944
59:36.0;-0.061;-0.916;-0.221;0.944
59:36.0;-0.061;-0.916;-0.221;0.944
59:36.0;-0.063;-0.928;-0.223;0.956
59:36.0;-0.055;-0.934;-0.219;0.961
59:36.0;-0.049;-0.946;-0.206;0.969
59:36.0;-0.023;-0.961;-0.195;0.981
59:36.0;0;-0.983;-0.194;1.002
59:36.0;0.019;-1.006;-0.219;1.03
59:36.0;0.025;-1.033;-0.263;1.066
59:36.1;-0.051;-1.064;-0.37;1.128
59:36.1;-0.051;-1.064;-0.37;1.128
59:36.1;-0.051;-1.064;-0.37;1.128
59:36.1;-0.066;-1.105;-0.367;1.166
59:36.1;-0.086;-1.16;-0.355;1.216
59:36.1;-0.072;-1.203;-0.311;1.245
59:36.1;-0.031;-1.24;-0.225;1.261
59:36.1;0.04;-1.247;-0.139;1.255
59:36.1;0.112;-1.214;-0.061;1.221
59:36.1;0.162;-1.185;0;1.196
59:36.2;0.132;-1.081;0.221;1.111
59:36.2;0.132;-1.081;0.221;1.111
59:36.2;0.132;-1.081;0.221;1.111
59:36.2;0.067;-1.052;0.224;1.078
59:36.2;0.008;-1.05;0.184;1.066
59:36.2;-0.018;-1.064;0.136;1.073
59:36.2;0;-1.124;0.099;1.128
59:36.2;0.05;-1.206;0.089;1.21
59:36.2;0.083;-1.25;0.079;1.255
59:36.2;0.09;-1.248;0.057;1.253
59:36.3;0.024;-1.06;-0.027;1.061
59:36.3;0.024;-1.06;-0.027;1.061
59:36.3;0.024;-1.06;-0.027;1.061
59:36.3;-0.006;-0.997;-0.045;0.998
59:36.3;-0.03;-0.943;-0.049;0.945
59:36.3;-0.031;-0.899;-0.033;0.9
59:36.3;-0.01;-0.852;-0.005;0.852
59:36.3;0.011;-0.826;0.003;0.826
59:36.3;0.02;-0.809;-0.002;0.809
59:36.3;0.019;-0.795;-0.004;0.795
59:36.3;-0.054;-0.788;-0.017;0.79
59:36.4;-0.054;-0.788;-0.017;0.79
59:36.4;-0.054;-0.788;-0.017;0.79
59:36.4;-0.077;-0.805;-0.023;0.809
59:36.4;-0.106;-0.822;-0.012;0.829
59:36.4;-0.133;-0.836;-0.008;0.847
59:36.4;-0.149;-0.844;-0.008;0.857
59:36.4;-0.153;-0.846;-0.017;0.86
59:36.4;-0.155;-0.85;-0.032;0.865
59:36.4;-0.144;-0.849;-0.042;0.862
59:36.4;-0.118;-0.867;-0.031;0.876
59:36.4;-0.118;-0.867;-0.031;0.876
59:36.4;-0.118;-0.867;-0.031;0.876
59:36.5;-0.112;-0.859;-0.02;0.867
59:36.5;-0.11;-0.835;-0.025;0.843
59:36.5;-0.112;-0.827;-0.047;0.836
59:36.5;-0.111;-0.84;-0.075;0.851
