time,gFx,gFy,gFz,gFTotal
2019-07-15 17:46:53.8800,0.009,-0.151,-0.946,0.958
2019-07-15 17:46:53.8800,0.009,-0.151,-0.946,0.958
2019-07-15 17:46:53.8800,0.009,-0.151,-0.946,0.958
2019-07-15 17:46:53.8800,0.009,-0.151,-0.946,0.958
2019-07-15 17:46:53.8810,0.009,-0.151,-0.946,0.958
2019-07-15 17:46:53.8950,-0.004,-0.124,-0.951,0.959
2019-07-15 17:46:53.8980,-0.055,-0.094,-0.968,0.974
2019-07-15 17:46:53.9070,-0.098,-0.093,-0.995,1.004
2019-07-15 17:46:53.9170,-0.107,-0.116,-0.989,1.002
2019-07-15 17:46:53.9270,-0.1,-0.156,-0.961,0.979
2019-07-15 17:46:53.9530,-0.034,-0.208,-1.03,1.051
2019-07-15 17:46:53.9530,-0.034,-0.208,-1.03,1.051
2019-07-15 17:46:53.9570,0.026,-0.217,-1.097,1.119
2019-07-15 17:46:53.9660,0.062,-0.202,-1.042,1.063
2019-07-15 17:46:53.9760,0.092,-0.157,-0.931,0.949
2019-07-15 17:46:53.9870,0.086,-0.067,-0.86,0.867
2019-07-15 17:46:53.9960,0.071,-0.028,-0.846,0.849
2019-07-15 17:46:54.0060,0.373,0.002,-1.56,1.604
2019-07-15 17:46:54.0160,0.366,-0.127,-1.149,1.213
2019-07-15 17:46:54.0260,0.206,-0.293,-0.449,0.574
2019-07-15 17:46:54.0560,0.018,-0.296,-0.919,0.966
2019-07-15 17:46:54.0560,0.018,-0.296,-0.919,0.966
2019-07-15 17:46:54.0580,0.018,-0.296,-0.919,0.966
2019-07-15 17:46:54.0660,-0.005,-0.159,-1.031,1.043
2019-07-15 17:46:54.0760,-0.118,-0.107,-1.061,1.073
2019-07-15 17:46:54.0860,-0.093,-0.174,-0.936,0.957
2019-07-15 17:46:54.0960,-0.047,-0.228,-0.935,0.964
2019-07-15 17:46:54.1060,-0.046,-0.256,-0.913,0.949
2019-07-15 17:46:54.1150,-0.068,-0.256,-0.902,0.94
2019-07-15 17:46:54.1250,-0.072,-0.255,-0.922,0.959
2019-07-15 17:46:54.1520,-0.007,-0.36,-1.039,1.1
2019-07-15 17:46:54.1520,-0.007,-0.36,-1.039,1.1
2019-07-15 17:46:54.1550,-0.066,-0.367,-0.986,1.054
2019-07-15 17:46:54.1650,-0.108,-0.279,-0.934,0.981
2019-07-15 17:46:54.1750,-0.002,-0.321,-0.829,0.889
2019-07-15 17:46:54.1850,-0.086,-0.32,-0.943,1.0
2019-07-15 17:46:54.1950,-0.066,-0.259,-0.908,0.947
2019-07-15 17:46:54.2050,-0.054,-0.28,-0.86,0.906
2019-07-15 17:46:54.2140,-0.063,-0.319,-0.88,0.938
2019-07-15 17:46:54.2240,-0.069,-0.339,-0.874,0.94
2019-07-15 17:46:54.2540,-0.04,-0.32,-0.947,1.0
2019-07-15 17:46:54.2550,-0.04,-0.32,-0.947,1.0
2019-07-15 17:46:54.2570,-0.04,-0.32,-0.947,1.0
2019-07-15 17:46:54.2640,-0.041,-0.329,-0.942,0.999
2019-07-15 17:46:54.2740,-0.042,-0.324,-0.943,0.998
2019-07-15 17:46:54.2840,-0.048,-0.339,-0.918,0.98
2019-07-15 17:46:54.2940,-0.041,-0.337,-0.931,0.991
2019-07-15 17:46:54.3040,-0.04,-0.368,-0.941,1.011
2019-07-15 17:46:54.3140,-0.033,-0.399,-0.905,0.99
2019-07-15 17:46:54.3240,-0.008,-0.394,-0.941,1.02
2019-07-15 17:46:54.3540,0.12,-0.387,-0.915,1.001
2019-07-15 17:46:54.3540,0.12,-0.387,-0.915,1.001
2019-07-15 17:46:54.3540,0.12,-0.387,-0.915,1.001
2019-07-15 17:46:54.3630,0.166,-0.406,-0.926,1.025
2019-07-15 17:46:54.3730,0.193,-0.394,-0.919,1.018
2019-07-15 17:46:54.3830,0.192,-0.363,-0.935,1.021
2019-07-15 17:46:54.3930,0.198,-0.343,-0.954,1.033
2019-07-15 17:46:54.4030,0.181,-0.335,-0.985,1.056
2019-07-15 17:46:54.4130,0.172,-0.317,-0.997,1.06
2019-07-15 17:46:54.4230,0.157,-0.334,-1.02,1.085
2019-07-15 17:46:54.4540,0.141,-0.411,-0.915,1.013
2019-07-15 17:46:54.4540,0.141,-0.411,-0.915,1.013
2019-07-15 17:46:54.4540,0.141,-0.411,-0.915,1.013
2019-07-15 17:46:54.4620,0.143,-0.402,-0.898,0.994
2019-07-15 17:46:54.4720,0.127,-0.407,-0.886,0.983
2019-07-15 17:46:54.4820,0.111,-0.413,-0.874,0.973
2019-07-15 17:46:54.4920,0.086,-0.413,-0.871,0.968
2019-07-15 17:46:54.5020,0.08,-0.416,-0.874,0.971
2019-07-15 17:46:54.5120,0.076,-0.396,-0.891,0.978
2019-07-15 17:46:54.5220,0.068,-0.382,-0.876,0.958
2019-07-15 17:46:54.5600,0.082,-0.381,-0.835,0.921
2019-07-15 17:46:54.5640,0.017,-0.325,-0.875,0.934
2019-07-15 17:46:54.5730,-0.01,-0.301,-0.883,0.933
2019-07-15 17:46:54.5760,-0.157,-0.326,-0.763,0.844
2019-07-15 17:46:54.5760,-0.157,-0.326,-0.763,0.844
2019-07-15 17:46:54.5860,-0.119,-0.253,-0.708,0.761
2019-07-15 17:46:54.5910,-0.086,-0.204,-0.867,0.895
2019-07-15 17:46:54.6020,-0.141,-0.284,-0.943,0.995
2019-07-15 17:46:54.6110,-0.139,-0.323,-0.919,0.984
2019-07-15 17:46:54.6210,-0.153,-0.224,-0.922,0.961
2019-07-15 17:46:54.6470,-0.191,-0.255,-0.742,0.808
2019-07-15 17:46:54.6470,-0.191,-0.255,-0.742,0.808
2019-07-15 17:46:54.6510,-0.246,-0.315,-0.693,0.8
2019-07-15 17:46:54.6610,-0.27,-0.37,-0.71,0.845
2019-07-15 17:46:54.6710,-0.252,-0.368,-0.864,0.972
2019-07-15 17:46:54.6800,-0.239,-0.363,-0.93,1.027
2019-07-15 17:46:54.6900,-0.286,-0.416,-0.986,1.108
2019-07-15 17:46:54.7000,-0.281,-0.522,-1.006,1.168
2019-07-15 17:46:54.7100,-0.23,-0.385,-0.895,1.001
2019-07-15 17:46:54.7200,-0.226,-0.505,-0.963,1.111
2019-07-15 17:46:54.8780,-0.521,-0.693,-0.532,1.017
2019-07-15 17:46:54.8790,-0.521,-0.693,-0.532,1.017
2019-07-15 17:46:54.8790,-0.521,-0.693,-0.532,1.017
2019-07-15 17:46:54.8790,-0.521,-0.693,-0.532,1.017
2019-07-15 17:46:54.8790,-0.521,-0.693,-0.532,1.017
2019-07-15 17:46:54.8800,-0.521,-0.693,-0.532,1.017
2019-07-15 17:46:54.8800,-0.521,-0.693,-0.532,1.017
2019-07-15 17:46:54.8800,-0.521,-0.693,-0.532,1.017
2019-07-15 17:46:54.8800,-0.521,-0.693,-0.532,1.017
2019-07-15 17:46:54.8810,-0.521,-0.693,-0.532,1.017
2019-07-15 17:46:54.8850,-0.521,-0.693,-0.532,1.017
2019-07-15 17:46:54.8850,-0.521,-0.693,-0.532,1.017
2019-07-15 17:46:54.8850,-0.521,-0.693,-0.532,1.017
2019-07-15 17:46:54.8860,-0.521,-0.693,-0.532,1.017
2019-07-15 17:46:54.8860,-0.521,-0.693,-0.532,1.017
2019-07-15 17:46:54.8870,-0.521,-0.693,-0.532,1.017
2019-07-15 17:48:18.5700,-0.38,-0.752,-0.389,0.928
2019-07-15 17:48:18.5700,-0.38,-0.752,-0.389,0.928
2019-07-15 17:48:18.5700,-0.38,-0.752,-0.389,0.928
2019-07-15 17:48:18.6620,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6630,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6640,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6650,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6660,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6660,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6670,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6680,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6680,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6690,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6700,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6700,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6710,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6710,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6710,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6720,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6720,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6720,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6720,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6720,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6730,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6730,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6730,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6730,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6740,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6740,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6750,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6750,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6750,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6750,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6760,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6760,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6760,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6770,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6770,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6770,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6770,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6770,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6780,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6780,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6780,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6780,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6780,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6790,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6790,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6790,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6790,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6790,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6790,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6800,0.095,-0.236,-0.952,0.985
2019-07-15 17:48:18.6800,0.095,-0.236,-0.952,0.985
