time,gFx,gFy,gFz,gFTotal
2019-07-15 16:25:05.2310,-0.161,-0.318,-1.14,1.194
2019-07-15 16:25:05.2390,-0.161,-0.318,-1.14,1.194
2019-07-15 16:25:05.2400,-0.223,-0.471,-1.096,1.214
2019-07-15 16:25:05.2410,-0.223,-0.471,-1.096,1.214
2019-07-15 16:25:05.2420,-0.223,-0.471,-1.096,1.214
2019-07-15 16:25:05.2420,-0.223,-0.471,-1.096,1.214
2019-07-15 16:25:05.2600,-0.321,-0.549,-0.918,1.117
2019-07-15 16:25:05.2650,-0.354,-0.571,-0.829,1.067
2019-07-15 16:25:05.2680,-0.354,-0.571,-0.829,1.067
2019-07-15 16:25:05.2740,-0.392,-0.535,-0.759,1.008
2019-07-15 16:25:05.2810,-0.291,-0.535,-0.653,0.893
2019-07-15 16:25:05.2950,-0.163,-0.57,-0.581,0.83
2019-07-15 16:25:05.3120,0.393,-0.17,-0.931,1.025
2019-07-15 16:25:05.3130,0.393,-0.17,-0.931,1.025
2019-07-15 16:25:05.3200,0.414,-0.113,-1.119,1.198
2019-07-15 16:25:05.3300,-0.071,-0.301,-0.311,0.439
2019-07-15 16:25:05.3390,-0.024,-0.531,-0.626,0.821
2019-07-15 16:25:05.3530,-0.026,-0.563,-0.936,1.093
2019-07-15 16:25:05.3590,-0.105,-0.341,-0.9,0.968
2019-07-15 16:25:05.3740,-0.115,-0.212,-0.896,0.928
2019-07-15 16:25:05.3790,-0.128,-0.18,-0.908,0.934
2019-07-15 16:25:05.4060,-0.208,-0.418,-0.645,0.796
2019-07-15 16:25:05.4070,-0.208,-0.418,-0.645,0.796
2019-07-15 16:25:05.4110,-0.251,-0.452,-0.599,0.791
2019-07-15 16:25:05.4190,-0.141,-0.554,-0.789,0.974
2019-07-15 16:25:05.4290,0.01,-0.563,-1.031,1.175
2019-07-15 16:25:05.4390,0.097,-0.587,-1.256,1.39
2019-07-15 16:25:05.4530,0.111,-0.607,-0.977,1.156
2019-07-15 16:25:05.4580,0.112,-0.61,-0.678,0.919
2019-07-15 16:25:05.4730,0.145,-0.605,-0.659,0.906
2019-07-15 16:25:05.4790,0.216,-0.548,-0.801,0.994
2019-07-15 16:25:05.5040,0.206,-0.374,-1.122,1.2
2019-07-15 16:25:05.5050,0.206,-0.374,-1.122,1.2
2019-07-15 16:25:05.5080,0.175,-0.391,-1.217,1.29
2019-07-15 16:25:05.5180,0.16,-0.375,-1.172,1.241
2019-07-15 16:25:05.5290,0.106,-0.364,-1.164,1.224
2019-07-15 16:25:05.5380,0.086,-0.354,-1.107,1.165
2019-07-15 16:25:05.5520,0.068,-0.396,-1.027,1.103
2019-07-15 16:25:05.5570,0.069,-0.457,-0.987,1.09
2019-07-15 16:25:05.5720,0.112,-0.469,-0.99,1.101
2019-07-15 16:25:05.5780,0.109,-0.466,-0.986,1.096
2019-07-15 16:25:05.6040,0.066,-0.445,-0.957,1.057
2019-07-15 16:25:05.6040,0.066,-0.445,-0.957,1.057
2019-07-15 16:25:05.6080,0.103,-0.417,-0.937,1.031
2019-07-15 16:25:05.6180,0.115,-0.38,-0.934,1.015
2019-07-15 16:25:05.6270,0.089,-0.382,-0.927,1.007
2019-07-15 16:25:05.6370,0.095,-0.385,-0.928,1.009
2019-07-15 16:25:05.6510,0.102,-0.382,-0.949,1.028
2019-07-15 16:25:05.6570,0.123,-0.372,-0.949,1.027
2019-07-15 16:25:05.6710,0.184,-0.344,-0.952,1.029
2019-07-15 16:25:05.6770,0.197,-0.39,-0.895,0.996
2019-07-15 16:25:05.7030,0.169,-0.347,-0.891,0.971
2019-07-15 16:25:05.7040,0.169,-0.347,-0.891,0.971
2019-07-15 16:25:05.7070,0.13,-0.378,-0.934,1.016
2019-07-15 16:25:05.7170,0.129,-0.375,-0.941,1.021
2019-07-15 16:25:05.7260,0.142,-0.396,-0.963,1.051
2019-07-15 16:25:05.7370,0.171,-0.361,-0.934,1.016
2019-07-15 16:25:05.7500,0.203,-0.304,-0.926,0.996
2019-07-15 16:25:05.7560,0.243,-0.361,-0.932,1.029
2019-07-15 16:25:05.7700,0.217,-0.358,-0.909,1.001
2019-07-15 16:25:05.7760,0.191,-0.371,-0.878,0.972
2019-07-15 16:25:05.8020,0.209,-0.347,-0.867,0.957
2019-07-15 16:25:05.8030,0.209,-0.347,-0.867,0.957
2019-07-15 16:25:05.8060,0.21,-0.43,-1.004,1.112
2019-07-15 16:25:05.8160,0.209,-0.471,-1.007,1.131
2019-07-15 16:25:05.8250,0.168,-0.411,-0.982,1.078
2019-07-15 16:25:05.8360,0.133,-0.391,-0.944,1.03
2019-07-15 16:25:05.8490,0.131,-0.349,-0.913,0.986
2019-07-15 16:25:05.8550,0.106,-0.332,-0.902,0.967
2019-07-15 16:25:05.8690,0.089,-0.326,-0.911,0.972
2019-07-15 16:25:05.8750,0.081,-0.32,-0.892,0.951
2019-07-15 16:25:05.9020,0.01,-0.361,-0.775,0.855
2019-07-15 16:25:05.9020,0.01,-0.361,-0.775,0.855
2019-07-15 16:25:05.9050,0.014,-0.387,-0.744,0.839
2019-07-15 16:25:05.9220,0.013,-0.357,-0.77,0.849
2019-07-15 16:25:05.9320,0.08,-0.29,-0.754,0.812
2019-07-15 16:25:05.9390,0.025,-0.279,-0.779,0.828
2019-07-15 16:25:05.9500,-0.01,-0.364,-0.799,0.878
2019-07-15 16:25:05.9540,-0.0,-0.332,-0.648,0.728
2019-07-15 16:25:05.9690,0.025,-0.266,-0.668,0.719
2019-07-15 16:25:05.9740,0.082,-0.431,-0.919,1.018
2019-07-15 16:25:06.0020,-0.099,-0.371,-0.851,0.934
2019-07-15 16:25:06.0020,-0.099,-0.371,-0.851,0.934
2019-07-15 16:25:06.0060,-0.161,-0.199,-0.864,0.901
2019-07-15 16:25:06.0140,-0.187,-0.247,-0.714,0.778
2019-07-15 16:25:06.0240,-0.261,-0.339,-0.686,0.808
2019-07-15 16:25:06.0340,-0.301,-0.5,-0.783,0.977
2019-07-15 16:25:06.0480,-0.385,-0.593,-0.782,1.054
2019-07-15 16:25:06.0550,-0.379,-0.664,-0.89,1.173
2019-07-15 16:25:06.0680,-0.46,-0.653,-0.93,1.226
2019-07-15 16:25:06.0740,-0.411,-0.688,-0.804,1.135
2019-07-15 16:25:06.1110,-0.504,-0.726,-0.876,1.244
2019-07-15 16:25:06.1130,-0.504,-0.726,-0.876,1.244
2019-07-15 16:25:53.4650,0.469,-0.478,-0.34,0.751
2019-07-15 16:25:53.4660,0.259,-0.842,0.274,0.923
2019-07-15 16:25:53.4670,0.314,-0.883,0.112,0.944
2019-07-15 16:25:53.4670,0.239,-0.667,0.171,0.729
2019-07-15 16:25:53.4680,0.42,-0.863,0.235,0.988
2019-07-15 16:25:53.4690,0.639,-1.17,0.537,1.437
2019-07-15 16:25:53.4700,0.069,-1.072,0.14,1.083
2019-07-15 16:25:53.4700,0.055,-0.964,0.113,0.972
2019-07-15 16:25:53.4710,-0.041,-0.858,0.17,0.876
2019-07-15 16:25:53.4720,0.319,-0.928,0.14,0.991
2019-07-15 16:25:53.4720,-0.095,-1.029,-0.079,1.036
2019-07-15 16:25:53.4730,0.001,-2.224,0.572,2.296
2019-07-15 16:25:53.4740,-0.028,-0.889,0.41,0.979
2019-07-15 16:25:53.4740,-0.073,-0.956,-0.141,0.972
2019-07-15 16:25:53.4750,-0.079,-0.95,-0.155,0.966
2019-07-15 16:25:53.4750,-0.075,-0.954,-0.168,0.972
