time,gFx,gFy,gFz,gFTotal
2019-07-15 17:50:19.5080,0.005,-0.186,-0.822,0.843
2019-07-15 17:50:19.5130,0.005,-0.186,-0.822,0.843
2019-07-15 17:50:19.5140,0.045,-0.226,-0.787,0.82
2019-07-15 17:50:19.5180,0.045,-0.226,-0.787,0.82
2019-07-15 17:50:19.5340,0.042,-0.278,-0.815,0.862
2019-07-15 17:50:19.5350,0.042,-0.278,-0.815,0.862
2019-07-15 17:50:19.5430,0.094,-0.27,-0.957,0.999
2019-07-15 17:50:19.5540,0.048,-0.239,-1.126,1.152
2019-07-15 17:50:19.5690,-0.054,-0.301,-1.163,1.203
2019-07-15 17:50:19.5730,-0.152,-0.42,-1.074,1.163
2019-07-15 17:50:19.5840,-0.223,-0.587,-1.219,1.371
2019-07-15 17:50:19.6090,-0.125,-0.485,-1.008,1.126
2019-07-15 17:50:19.6130,-0.06,-0.199,-0.785,0.812
2019-07-15 17:50:19.6170,-0.06,-0.199,-0.785,0.812
2019-07-15 17:50:19.6230,-0.022,0.074,-0.517,0.523
2019-07-15 17:50:19.6330,0.029,0.02,-0.34,0.342
2019-07-15 17:50:19.6430,0.223,-0.079,-0.486,0.541
2019-07-15 17:50:19.6530,0.631,-0.304,-1.403,1.568
2019-07-15 17:50:19.6670,0.131,-0.464,-0.281,0.558
2019-07-15 17:50:19.6730,-0.005,-0.554,-0.506,0.75
2019-07-15 17:50:19.6830,0.007,-0.704,-0.816,1.078
2019-07-15 17:50:19.7080,0.01,-0.479,-0.798,0.931
2019-07-15 17:50:19.7130,-0.041,-0.414,-0.762,0.868
2019-07-15 17:50:19.7160,-0.041,-0.414,-0.762,0.868
2019-07-15 17:50:19.7220,-0.058,-0.374,-0.765,0.854
2019-07-15 17:50:19.7320,-0.017,-0.359,-0.815,0.891
2019-07-15 17:50:19.7420,0.081,-0.317,-0.863,0.923
2019-07-15 17:50:19.7530,0.156,-0.266,-0.855,0.909
2019-07-15 17:50:19.7660,0.192,-0.285,-0.912,0.975
2019-07-15 17:50:19.7720,0.129,-0.268,-0.958,1.003
2019-07-15 17:50:19.7820,0.057,-0.278,-0.881,0.926
2019-07-15 17:50:19.8060,0.085,-0.37,-0.78,0.867
2019-07-15 17:50:19.8100,0.085,-0.37,-0.78,0.867
2019-07-15 17:50:19.8130,0.127,-0.425,-0.743,0.865
2019-07-15 17:50:19.8210,0.191,-0.476,-0.742,0.902
2019-07-15 17:50:19.8320,0.411,-0.644,-0.743,1.066
2019-07-15 17:50:19.8410,0.582,-0.786,-0.917,1.341
2019-07-15 17:50:19.8510,0.22,-0.396,-0.916,1.022
2019-07-15 17:50:19.8650,0.176,-0.348,-0.917,0.996
2019-07-15 17:50:19.8710,0.195,-0.478,-0.877,1.018
2019-07-15 17:50:19.8820,0.099,-0.466,-0.959,1.071
2019-07-15 17:50:19.9060,0.093,-0.455,-1.006,1.108
