time,gFx,gFy,gFz,gFTotal
2019-07-15 17:30:11.2590,-0.045,-0.2,-0.856,0.88
2019-07-15 17:30:11.2600,-0.045,-0.2,-0.856,0.88
2019-07-15 17:30:11.2600,-0.045,-0.2,-0.856,0.88
2019-07-15 17:30:11.2600,-0.045,-0.2,-0.856,0.88
2019-07-15 17:30:11.2650,-0.035,-0.175,-0.935,0.952
2019-07-15 17:30:11.2760,-0.047,-0.136,-1.065,1.075
2019-07-15 17:30:11.3010,-0.266,-0.155,-0.898,0.949
2019-07-15 17:30:11.3010,-0.266,-0.155,-0.898,0.949
2019-07-15 17:30:11.3050,-0.284,-0.056,-0.789,0.84
2019-07-15 17:30:11.3150,-0.256,0.029,-0.75,0.793
2019-07-15 17:30:11.3250,-0.202,0.006,-0.69,0.719
2019-07-15 17:30:11.3350,-0.079,-0.075,-0.637,0.646
2019-07-15 17:30:11.3450,-0.043,-0.2,-0.622,0.655
2019-07-15 17:30:11.3550,-0.001,-0.339,-0.682,0.762
2019-07-15 17:30:11.3650,0.065,-0.426,-0.929,1.024
2019-07-15 17:30:11.3740,-0.016,-0.408,-1.155,1.225
2019-07-15 17:30:11.4010,-0.266,-0.265,-1.089,1.152
2019-07-15 17:30:11.4010,-0.266,-0.265,-1.089,1.152
2019-07-15 17:30:11.4040,-0.164,-0.296,-0.782,0.852
2019-07-15 17:30:11.4140,-0.192,-0.289,-0.873,0.939
2019-07-15 17:30:11.4240,-0.191,-0.274,-0.918,0.977
2019-07-15 17:30:11.4340,-0.136,-0.295,-0.91,0.966
2019-07-15 17:30:11.4440,-0.044,-0.342,-0.94,1.001
2019-07-15 17:30:11.4540,0.037,-0.417,-1.008,1.091
2019-07-15 17:30:11.4640,-0.016,-0.439,-0.958,1.054
2019-07-15 17:30:11.4740,-0.044,-0.438,-0.938,1.036
2019-07-15 17:30:11.5000,0.154,-0.473,-0.889,1.019
2019-07-15 17:30:11.5010,0.154,-0.473,-0.889,1.019
2019-07-15 17:30:11.5040,0.019,-0.385,-1.015,1.086
2019-07-15 17:30:11.5130,-0.143,-0.285,-1.018,1.067
2019-07-15 17:30:11.5230,-0.099,-0.348,-0.993,1.057
2019-07-15 17:30:11.5330,-0.128,-0.332,-0.963,1.027
2019-07-15 17:30:11.5430,-0.118,-0.338,-0.937,1.003
2019-07-15 17:30:11.5530,-0.047,-0.319,-0.924,0.979
2019-07-15 17:30:11.5630,0.011,-0.267,-0.983,1.019
2019-07-15 17:30:11.5730,0.005,-0.296,-0.991,1.034
2019-07-15 17:30:11.5990,-0.123,-0.332,-1.037,1.096
2019-07-15 17:30:11.6000,-0.123,-0.332,-1.037,1.096
2019-07-15 17:30:11.6030,-0.076,-0.454,-0.993,1.095
2019-07-15 17:30:11.6120,-0.078,-0.342,-0.97,1.031
2019-07-15 17:30:11.6220,-0.137,-0.223,-0.945,0.981
2019-07-15 17:30:11.6320,-0.01,-0.356,-0.949,1.014
2019-07-15 17:30:11.6420,-0.014,-0.347,-0.951,1.012
2019-07-15 17:30:11.6520,-0.034,-0.295,-0.976,1.02
2019-07-15 17:30:11.6620,-0.04,-0.323,-0.963,1.017
2019-07-15 17:30:11.6720,-0.045,-0.346,-0.945,1.007
2019-07-15 17:30:11.6980,-0.02,-0.364,-0.926,0.995
2019-07-15 17:30:11.6980,-0.02,-0.364,-0.926,0.995
2019-07-15 17:30:11.7020,0.004,-0.382,-0.937,1.012
2019-07-15 17:30:11.7120,0.013,-0.383,-0.938,1.013
2019-07-15 17:30:11.7210,-0.023,-0.382,-0.921,0.997
2019-07-15 17:30:11.7320,-0.028,-0.379,-0.913,0.989
2019-07-15 17:30:11.7410,-0.007,-0.363,-0.939,1.007
2019-07-15 17:30:11.7510,-0.021,-0.356,-0.951,1.016
2019-07-15 17:30:11.7610,-0.01,-0.325,-0.928,0.983
2019-07-15 17:30:11.7710,0.019,-0.338,-0.931,0.991
2019-07-15 17:30:11.8010,0.037,-0.264,-0.949,0.986
2019-07-15 17:30:11.8010,0.037,-0.264,-0.949,0.986
2019-07-15 17:30:11.8040,0.037,-0.264,-0.949,0.986
2019-07-15 17:30:11.8110,-0.026,-0.259,-0.98,1.014
2019-07-15 17:30:11.8210,-0.034,-0.263,-0.976,1.011
2019-07-15 17:30:11.8310,0.026,-0.355,-0.903,0.971
2019-07-15 17:30:11.8400,0.102,-0.392,-0.956,1.038
2019-07-15 17:30:11.8500,0.136,-0.411,-1.01,1.099
2019-07-15 17:30:11.8600,0.11,-0.409,-0.979,1.067
2019-07-15 17:30:11.8700,0.094,-0.411,-0.95,1.039
2019-07-15 17:30:11.9000,0.056,-0.445,-0.878,0.986
2019-07-15 17:30:11.9010,0.056,-0.445,-0.878,0.986
2019-07-15 17:30:11.9030,0.056,-0.445,-0.878,0.986
2019-07-15 17:30:11.9100,0.011,-0.47,-0.881,0.999
2019-07-15 17:30:11.9200,0.006,-0.463,-0.892,1.005
2019-07-15 17:30:11.9300,-0.005,-0.467,-0.924,1.035
2019-07-15 17:30:11.9400,-0.023,-0.495,-0.944,1.066
2019-07-15 17:30:11.9500,-0.002,-0.5,-0.962,1.084
2019-07-15 17:30:11.9590,0.009,-0.5,-0.988,1.107
2019-07-15 17:30:11.9690,0.011,-0.498,-1.009,1.125
2019-07-15 17:30:12.0070,0.035,-0.467,-1.015,1.118
2019-07-15 17:30:12.0150,0.053,-0.428,-0.968,1.06
2019-07-15 17:30:12.0180,0.05,-0.408,-0.916,1.004
2019-07-15 17:30:12.0280,-0.172,-0.419,-1.011,1.108
2019-07-15 17:30:12.0290,-0.172,-0.419,-1.011,1.108
2019-07-15 17:30:12.0310,-0.172,-0.419,-1.011,1.108
2019-07-15 17:30:12.0390,-0.313,-0.425,-0.71,0.885
2019-07-15 17:30:12.0490,-0.372,-0.427,-0.56,0.796
2019-07-15 17:30:12.0590,-0.298,-0.611,-0.778,1.033
2019-07-15 17:30:12.0680,-0.171,-0.713,-0.996,1.237
2019-07-15 17:30:12.0930,-0.36,-0.213,-1.022,1.104
2019-07-15 17:30:12.0930,-0.36,-0.213,-1.022,1.104
2019-07-15 17:30:12.0990,-0.297,-0.165,-0.858,0.923
2019-07-15 17:30:12.1080,-0.339,-0.431,-0.848,1.01
2019-07-15 17:30:12.1180,-0.293,-0.5,-0.789,0.979
2019-07-15 17:30:12.1280,-0.332,-0.643,-0.826,1.098
2019-07-15 17:30:12.1380,-0.254,-0.91,-0.693,1.172
2019-07-15 17:30:12.1480,-0.21,-0.985,-0.499,1.124
2019-07-15 17:30:12.1580,-0.123,-0.957,0.02,0.965
2019-07-15 17:30:12.1680,-0.465,-0.801,-0.601,1.104
2019-07-15 17:30:12.3600,-0.471,-1.121,-0.749,1.428
2019-07-15 17:30:12.3610,-0.471,-1.121,-0.749,1.428
2019-07-15 17:30:12.3620,-0.471,-1.121,-0.749,1.428
2019-07-15 17:30:12.3620,-0.471,-1.121,-0.749,1.428
2019-07-15 17:30:12.3620,-0.471,-1.121,-0.749,1.428
2019-07-15 17:30:12.3620,-0.471,-1.121,-0.749,1.428
2019-07-15 17:30:12.3620,-0.471,-1.121,-0.749,1.428
2019-07-15 17:30:12.3630,-0.471,-1.121,-0.749,1.428
2019-07-15 17:30:12.3630,-0.471,-1.121,-0.749,1.428
2019-07-15 17:30:12.3630,-0.471,-1.121,-0.749,1.428
2019-07-15 17:30:12.3690,-0.345,-0.993,-0.684,1.254
2019-07-15 17:30:12.3690,-0.345,-0.993,-0.684,1.254
2019-07-15 17:30:12.3690,-0.345,-0.993,-0.684,1.254
2019-07-15 17:30:12.3700,-0.345,-0.993,-0.684,1.254
2019-07-15 17:30:12.3700,-0.345,-0.993,-0.684,1.254
2019-07-15 17:30:12.3700,-0.345,-0.993,-0.684,1.254
2019-07-15 17:30:12.3700,-0.345,-0.993,-0.684,1.254
2019-07-15 17:30:12.3710,-0.345,-0.993,-0.684,1.254
2019-07-15 17:30:12.3710,-0.345,-0.993,-0.684,1.254
2019-07-15 17:30:12.3710,-0.345,-0.993,-0.684,1.254
2019-07-15 17:31:17.9880,-0.017,-0.924,-0.064,0.926
2019-07-15 17:31:17.9880,-0.017,-0.924,-0.064,0.926
2019-07-15 17:31:17.9890,-0.017,-0.924,-0.064,0.926
2019-07-15 17:31:17.9890,-0.017,-0.924,-0.064,0.926
2019-07-15 17:31:17.9890,-0.017,-0.924,-0.064,0.926
2019-07-15 17:31:17.9900,-0.017,-0.924,-0.064,0.926
2019-07-15 17:31:17.9900,-0.017,-0.924,-0.064,0.926
2019-07-15 17:31:17.9900,-0.017,-0.924,-0.064,0.926
2019-07-15 17:31:17.9900,-0.017,-0.924,-0.064,0.926
2019-07-15 17:31:17.9900,-0.017,-0.924,-0.064,0.926
2019-07-15 17:31:17.9910,-0.017,-0.924,-0.064,0.926
2019-07-15 17:31:17.9910,-0.017,-0.924,-0.064,0.926
2019-07-15 17:31:17.9910,-0.017,-0.924,-0.064,0.926
